name,address,street,postal_code,city,canton,phone,professions,official_website,google_search_url,type,url
Forel Klinik Ambulatorium - Psychiatrische Klinik,"Tödistrasse 46, 8002 Zürich",Tödistrasse 46,8002,Zürich,Zürich,044 266 90 20,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Forel+Klinik+Ambulatorium+-+Psychiatrische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewjc/forel-klinik-ambulatorium-psychiatrische-klinik
Forel Klinik - Psychiatrie Sucht stationär,"Islikonerstrasse 5, 8548 Ellikon an der Thur",Islikonerstrasse 5,8548,Ellikon an der Thur,Zürich,052 369 11 11,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Forel+Klinik+-+Psychiatrie+Sucht+stationär+Ellikon+an+der+Thur,Gruppenpraxis,https://www.onedoc.ch/de/klinik/ellikon-an-der-thur/e0y0/forel-klinik-psychiatrie-sucht-stationar
Forel Klinik Tagesklinik,"Sihlquai 255, 8005 Zürich",Sihlquai 255,8005,Zürich,Zürich,044 277 56 00,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Forel+Klinik+Tagesklinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exdy/forel-klinik-tagesklinik
Forel Klinik Tagesklinik - Andere,"Sihlquai 255, 8005 Zürich",Sihlquai 255,8005,Zürich,Zürich,044 277 56 00,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Forel+Klinik+Tagesklinik+-+Andere+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewt4/forel-klinik-tagesklinik-andere
Frauen-Permanence Zürich - Gynäkologische Klinik,"Goethestrasse 24, 8001 Zürich",Goethestrasse 24,8001,Zürich,Zürich,044 397 28 97,Gynäkologie und Geburtshilfe,Unknown,https://www.google.ch/search?q=Frauen-Permanence+Zürich+-+Gynäkologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewkh/frauen-permanence-zurich-gynakologische-klinik
Gerontopsychiatrisches Zentrum Hegibach - Psychiatrische Klinik,"Minervastrasse 145, 8032 Zürich",Minervastrasse 145,8032,Zürich,Zürich,058 360 50 80,"Neurologie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Gerontopsychiatrisches+Zentrum+Hegibach+-+Psychiatrische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewlx/gerontopsychiatrisches-zentrum-hegibach-psychiatrische-klinik
Gesundheitszentrum Dielsdorf - Ophthalmologische Klinik,"Breitestrasse 11, 8157 Dielsdorf",Breitestrasse 11,8157,Dielsdorf,Zürich,044 854 64 55,Augenheilkunde,Unknown,https://www.google.ch/search?q=Gesundheitszentrum+Dielsdorf+-+Ophthalmologische+Klinik+Dielsdorf,Gruppenpraxis,https://www.onedoc.ch/de/klinik/dielsdorf/emkg/gesundheitszentrum-dielsdorf-ophthalmologische-klinik
Haus zur Pyramide - Gynäkologische Klinik,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 60,Gynäkologie und Geburtshilfe,Unknown,https://www.google.ch/search?q=Haus+zur+Pyramide+-+Gynäkologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ew2v/haus-zur-pyramide-gynakologische-klinik
Hirslanden Klinik im Park - Herzgefässmedizin,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Kardiologie",Unknown,https://www.google.ch/search?q=Hirslanden+Klinik+im+Park+-+Herzgefässmedizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ez1g/hirslanden-klinik-im-park-herzgefassmedizin
Hirslanden Klinik Im Park Zürich - Ophthalmologische Klinik,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 256 80 10,Augenheilkunde,Unknown,https://www.google.ch/search?q=Hirslanden+Klinik+Im+Park+Zürich+-+Ophthalmologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewxd/hirslanden-klinik-im-park-zurich-ophthalmologische-klinik
IREM - Institut f. Regen.Medizin - Psychiatrische Klinik,"Wagistrasse 12, 8952 Schlieren",Wagistrasse 12,8952,Schlieren,Zürich,044 556 32 80,"Hausarztmedizin (Allgemeinmedizin), Pharmazeutische Medizin, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=IREM+-+Institut+f.+Regen.Medizin+-+Psychiatrische+Klinik+Schlieren,Gruppenpraxis,https://www.onedoc.ch/de/klinik/schlieren/exi8/irem-institut-f-regen-medizin-psychiatrische-klinik
Klinik für Kinder- und Jugendpsychiatrie und Psychotherapie Ambulatorium Horgen,"Bahnhofstrasse 6, 8810 Horgen",Bahnhofstrasse 6,8810,Horgen,Zürich,044 578 60 50,Kinder- und Jugendpsychiatrie,Unknown,https://www.google.ch/search?q=Klinik+für+Kinder-+und+Jugendpsychiatrie+und+Psychotherapie+Ambulatorium+Horgen+Horgen,Gruppenpraxis,https://www.onedoc.ch/de/klinik/horgen/ew2y/klinik-fur-kinder-und-jugendpsychiatrie-und-psychotherapie-ambulatorium-horgen
Klinik Hirslanden Zürich,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Allgemeine Innere Medizin, Angiologie, Anästhesiologie, Augenheilkunde, Chirurgie, Gefässchirurgie, Gynäkologie und Geburtshilfe, HNO (Hals-, Nasen-, Ohrenheilkunde), Handchirurgie, Hausarztmedizin (Allgemeinmedizin), Herzchirurgie, Hämatologie, Infektiologie, Intensivmedizin, Kardiologie, Medizinische Onkologie, Mund-, Kiefer- und Gesichtschirurgie, Nephrologie, Neurochirurgie, Neurologie, Oralchirurgie, Orthopädische Chirurgie, Physikalische und Rehabilitative Medizin, Plastische, rekonstruktive und ästhetische Chirurgie, Pneumologie, Psychiatrie, Psychotherapie, Pädiatrie, Radio-Onkologie (Strahlentherapie), Radiologie, Rheumatologie, Urologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eysy/klinik-hirslanden-zurich
Klinik Hirslanden Zürich - Anästhesie Intensiv,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Anästhesie+Intensiv+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ey4f/klinik-hirslanden-zurich-anasthesie-intensiv
Klinik Hirslanden Zürich - Beratung Adipositas,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 40 00,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Beratung+Adipositas+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exvq/klinik-hirslanden-zurich-beratung-adipositas
Klinik Hirslanden Zürich - Chirurgie Allgemein,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 77,"Chirurgie, Gynäkologie und Geburtshilfe, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Allgemein+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eq2l/klinik-hirslanden-zurich-chirurgie-allgemein
Klinik Hirslanden Zürich - Chirurgie Hand,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Handchirurgie, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Hand+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e04h/klinik-hirslanden-zurich-chirurgie-hand
Klinik Hirslanden Zürich - Chirurgie Herz/Thorax/Gefässe,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 97 00,"Chirurgie, Gefässchirurgie, Hausarztmedizin (Allgemeinmedizin), Herzchirurgie, Intensivmedizin",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Herz/Thorax/Gefässe+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/euhc/klinik-hirslanden-zurich-chirurgie-herz-thorax-gefasse
Klinik Hirslanden Zürich - Chirurgie Kiefer,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,055 224 24 00,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Kiefer+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eto6/klinik-hirslanden-zurich-chirurgie-kiefer
Klinik Hirslanden Zürich - Chirurgie Neuro,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 37 40,Neurochirurgie,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Neuro+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/et4t/klinik-hirslanden-zurich-chirurgie-neuro
Klinik Hirslanden Zürich - Chirurgie Orthopädische,"Witellikerstrasse 40, 8032 Zürich",Witellikerstrasse 40,8032,Zürich,Zürich,044 387 31 45,"Handchirurgie, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Orthopädische+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ett7/klinik-hirslanden-zurich-chirurgie-orthopadische
Klinik Hirslanden Zürich - Chirurgie Plastische,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 252 65 80,"Plastische, rekonstruktive und ästhetische Chirurgie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Plastische+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eude/klinik-hirslanden-zurich-chirurgie-plastische
Klinik Hirslanden Zürich - Chirurgie Viszeral,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 31 55,"Chirurgie, Viszeralchirurgie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Viszeral+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ew9o/klinik-hirslanden-zurich-chirurgie-viszeral
Klinik Hirslanden Zürich - Dermatologische Klinik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 933 55 33,"Allergologie und Immunologie, Dermatologie und Venerologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Dermatologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewf8/klinik-hirslanden-zurich-dermatologische-klinik
Klinik Hirslanden Zürich - Fusschirurgie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,Orthopädische Chirurgie,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Fusschirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0zq/klinik-hirslanden-zurich-fusschirurgie
Klinik Hirslanden Zürich - Gastroenterologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 39 55,"Allgemeine Innere Medizin, Gastroenterologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Gastroenterologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exen/klinik-hirslanden-zurich-gastroenterologie
Klinik Hirslanden Zürich - Gefässchirurgie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Chirurgie, Gefässchirurgie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Gefässchirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ezuv/klinik-hirslanden-zurich-gefasschirurgie
Klinik Hirslanden Zürich - Hämatologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 260 26 26,"Allgemeine Innere Medizin, Hämatologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Hämatologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exg9/klinik-hirslanden-zurich-hamatologie
Klinik Hirslanden Zürich - Infektiologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 50,"Allgemeine Innere Medizin, Infektiologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Infektiologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exmp/klinik-hirslanden-zurich-infektiologie
Klinik Hirslanden Zürich - Kardiologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Allgemeine Innere Medizin, Herzchirurgie, Intensivmedizin, Kardiologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Kardiologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eq7g/klinik-hirslanden-zurich-kardiologie
Klinik Hirslanden Zürich - Kinderklinik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 242 24 24,"Intensivmedizin, Pädiatrie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Kinderklinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewhb/klinik-hirslanden-zurich-kinderklinik
Klinik Hirslanden Zürich - Medizin Genetik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 251 90 94,Medizinische Genetik,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Medizin+Genetik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/expw/klinik-hirslanden-zurich-medizin-genetik
Klinik Hirslanden Zürich - Mikrotherapie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,Radiologie,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Mikrotherapie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ezyx/klinik-hirslanden-zurich-mikrotherapie
Klinik Hirslanden Zürich - Neurologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 00,"Neurologie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Neurologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eqzh/klinik-hirslanden-zurich-neurologie
Klinik Hirslanden Zürich - Neuroradiologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,Radiologie,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Neuroradiologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0vt/klinik-hirslanden-zurich-neuroradiologie
Klinik Hirslanden Zürich - NotfallZentrum,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Allgemeine Innere Medizin, Chirurgie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+NotfallZentrum+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0r6/klinik-hirslanden-zurich-notfallzentrum
Klinik Hirslanden Zürich - Nuklearmedizin,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,Nuklearmedizin,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Nuklearmedizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0vb/klinik-hirslanden-zurich-nuklearmedizin
Klinik Hirslanden Zürich - Onkologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 37 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hämatologie, Medizinische Onkologie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Onkologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/er4i/klinik-hirslanden-zurich-onkologie
Klinik Hirslanden Zürich - Ophthalmologische Klinik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 251 50 05,"Augenheilkunde, Pädiatrie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Ophthalmologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ew2t/klinik-hirslanden-zurich-ophthalmologische-klinik
Klinik Hirslanden Zürich - ORL Klinik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 28 00,"Allergologie und Immunologie, HNO (Hals-, Nasen-, Ohrenheilkunde)",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+ORL+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewsu/klinik-hirslanden-zurich-orl-klinik
Klinik Hirslanden Zürich - Pharmakologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 39 90,Klinische Pharmakologie und Toxikologie,Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Pharmakologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exmu/klinik-hirslanden-zurich-pharmakologie
Klinik Hirslanden Zürich - Pneumologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 30 00,"Allgemeine Innere Medizin, Pneumologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Pneumologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewhi/klinik-hirslanden-zurich-pneumologie
Klinik Hirslanden Zürich - Radiologische Klinik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Nuklearmedizin, Radiologie",Unknown,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Radiologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0v5/klinik-hirslanden-zurich-radiologische-klinik
