name,address,street,postal_code,city,canton,phone,professions,official_website,google_search_url,type,url,Zuweisung,Triggered_Keywords
Age Medical,"Hardturmstrasse 131, 8005 Zürich",Hardturmstrasse 131,8005,Zürich,Zürich,044 342 50 00,Allgemeine Innere Medizin,https://age-medical.ch/,https://www.google.ch/search?q=Age+Medical+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exr0/age-medical,1,für Ärzte
Akupunktur Ärztegemeinschaft,"Minervastrasse 10, 8032 Zürich",Minervastrasse 10,8032,Zürich,Zürich,044 834 00 01,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.akupunkturvergleich.ch/d/akupunkturpraxen/akupunktur-aerztegemeinschaft-d:3eh1S8Xed,https://www.google.ch/search?q=Akupunktur+Ärztegemeinschaft+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ew2m/akupunktur-arztegemeinschaft,0,
Albispraxis,"Zürichstrasse 16, 8134 Adliswil",Zürichstrasse 16,8134,Adliswil,Zürich,044 712 30 13,"Allgemeine Innere Medizin, Kieferorthopädie, Zahnmedizin",https://www.albispraxis.ch/,https://www.google.ch/search?q=Albispraxis+Adliswil,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/adliswil/ekkx/albispraxis,0,
allcare.ch Arzt- und Notfallzentrum,"Hardstrasse 221, 8005 Zürich",Hardstrasse 221,8005,Zürich,Zürich,043 311 20 20,Allgemeine Innere Medizin,,https://www.google.ch/search?q=allcare.ch+Arzt-+und+Notfallzentrum+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewmt/allcare-ch-arzt-und-notfallzentrum,0,
allderm,"Guyer-Zeller-Strasse 10, 8620 Wetzikon",Guyer-Zeller-Strasse 10,8620,Wetzikon,Zürich,044 933 55 33,"Allergologie und Immunologie, Dermatologie und Venerologie",https://www.allderm.ch/,https://www.google.ch/search?q=allderm+Wetzikon,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wetzikon/exyl/allderm,0,
"allergie+haut2 Facharztklinik für Haut, Allergie und Immunsystem Loren-Allee 22 Uster","Loren-Allee 22, 8610 Uster",Loren-Allee 22,8610,Uster,Zürich,044 515 47 87,"Allergologie und Immunologie, Dermatologie und Venerologie",https://allergie-haut.ch/,"https://www.google.ch/search?q=allergie+haut2+Facharztklinik+für+Haut,+Allergie+und+Immunsystem+Loren-Allee+22+Uster+Uster",Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/uster/exwd/allergie-haut2-facharztklinik-fur-haut-allergie-und-immunsystem-loren-allee-22-uster,0,
AlphaClinic Zürich,"Seidengasse 16, 8001 Zürich",Seidengasse 16,8001,Zürich,Zürich,044 296 96 96,"Manuelle Medizin, Orthopädie, Orthopädische Chirurgie, Schmerztherapie, Sportmedizin, Traumatologie, Wirbelsäulenchirurgie, Fusschirurgie | Fussoperation, Fussspezialist, Hüftarthroskopie, Hüftchirurgie | Hüftoperation, Hüftprothese, Hüftspezialist, Kniearthroskopie, Kniespezialist, Schulterchirurgie | Schulteroperation, Schulterspezialist, Sprunggelenkchirurgie | Sprunggelenkoperation, Sprunggelenksspezialist | Fussgelenksspezialist",https://www.alphaclinic.ch/,https://www.google.ch/search?q=AlphaClinic+Zürich+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exho/alphaclinic-zurich,0,
Altstadtpraxis,"Technikumstrasse 90, 8400 Winterthur",Technikumstrasse 90,8400,Winterthur,Zürich,052 260 04 60,"Allgemeine Innere Medizin, Pneumologie",https://www.altstadtpraxis-winterthur.ch/,https://www.google.ch/search?q=Altstadtpraxis+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/ewxr/altstadtpraxis,0,
Ambulatorium Kanonengasse,"Kanonengasse 18, 8004 Zürich",Kanonengasse 18,8004,Zürich,Zürich,044 415 76 10,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Kinder- und Jugendpsychiatrie",https://www.stadt-zuerich.ch/de/gesundheit/medizinische-versorgung/medizinische-versorgung-fuer-vulnerable/stadtaerztlicher-dienst/allgemeinmedizinische-sprechstunde.html,https://www.google.ch/search?q=Ambulatorium+Kanonengasse+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exor/ambulatorium-kanonengasse,1,Überweisung
angioclinic® Venenzentrum,"Seestrasse 455b, 8038 Zürich",Seestrasse 455b,8038,Zürich,Zürich,044 482 30 30,"Gefässchirurgie, Hausarztmedizin (Allgemeinmedizin), Radiologie, Krampfadern | Besenreiser | Varikosis | Varikose",https://www.angioclinic.ch/de/,https://www.google.ch/search?q=angioclinic®+Venenzentrum+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exd8/angioclinic-venenzentrum,1,für Ärzte
Antagon AG,"Lessingstrasse 3, 8002 Zürich",Lessingstrasse 3,8002,Zürich,Zürich,076 580 80 02,"Klassische Massage, Manuelle Lymphdrainage, Medizinische Massage, Reflexologie",https://www.antagon.ch/therapeuten-massagen,https://www.google.ch/search?q=Antagon+AG+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e8v0/antagon-ag,0,
apad Arztpraxis auf Dorf,"Allenbergstrasse 2, 8708 Männedorf",Allenbergstrasse 2,8708,Männedorf,Zürich,043 843 30 35,Allgemeine Innere Medizin,https://www.apad.ch/,https://www.google.ch/search?q=apad+Arztpraxis+auf+Dorf+Männedorf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/mannedorf/exxw/apad-arztpraxis-auf-dorf,0,
Ärzte am Graben,"Unterer Graben 29, 8400 Winterthur",Unterer Graben 29,8400,Winterthur,Zürich,052 630 07 07,"Allergologie und Immunologie, Allgemeine Innere Medizin, Dermatologie und Venerologie, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Neurologie, Pädiatrie, Akne, Allergie | AllergoTest | Allergieabklärung, Die Pille danach, Hautcheck, Hautkrebs, Kopfschmerzen und Migräne, Muttermalkontrolle, Neurologische Störungen | Neurologische Probleme, Verhütung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich",https://arzt-winterthur.ch/,https://www.google.ch/search?q=Ärzte+am+Graben+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/ew14/arzte-am-graben,0,
Ärzte am Grossmünsterplatz,"Grossmünsterplatz 9, 8001 Zürich",Grossmünsterplatz 9,8001,Zürich,Zürich,044 251 93 23,"Allgemeine Innere Medizin, Kardiologie, Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.aerzteamgrossmuensterplatz.ch/,https://www.google.ch/search?q=Ärzte+am+Grossmünsterplatz+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewux/arzte-am-grossmunsterplatz,0,
Ärzte am Rosenberg,"Schaffhauserstrasse 115, 8400 Winterthur",Schaffhauserstrasse 115,8400,Winterthur,Zürich,052 213 55 02,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Aktualisierung des Impfbuchs, Impfberatung, Reiseberatung, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verhütung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Vorsorgeuntersuchung | Check up",http://www.aerzte-am-rosenberg.ch/,https://www.google.ch/search?q=Ärzte+am+Rosenberg+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/ewjp/arzte-am-rosenberg,0,
Ärzte Bellevuepraxis Zürich,"Theaterstrasse 14, 8001 Zürich",Theaterstrasse 14,8001,Zürich,Zürich,044 262 44 44,Allgemeine Innere Medizin,http://www.bellevuepraxis.ch/,https://www.google.ch/search?q=Ärzte+Bellevuepraxis+Zürich+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exkp/arzte-bellevuepraxis-zurich,0,
Ärzteduo Leuehuus,"Zugerstrasse 37, 8810 Horgen",Zugerstrasse 37,8810,Horgen,Zürich,044 725 04 04,Allgemeine Innere Medizin,http://www.aerzteduo.ch/,https://www.google.ch/search?q=Ärzteduo+Leuehuus+Horgen,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/horgen/ew94/arzteduo-leuehuus,0,
Ärztegemeinschaft Herrliberg,"Rebhaldenstrasse 25, 8704 Herrliberg",Rebhaldenstrasse 25,8704,Herrliberg,Zürich,044 915 37 27,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.drbaebler.com/,https://www.google.ch/search?q=Ärztegemeinschaft+Herrliberg+Herrliberg,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/herrliberg/epjb/arztegemeinschaft-herrliberg,0,
Ärztegemeinschaft Reussli,"Reusslistrasse 10, 8172 Niederglatt ZH",Reusslistrasse 10,8172,Niederglatt ZH,Zürich,044 851 06 06,Hausarztmedizin (Allgemeinmedizin),https://www.reusslidoc.ch/,https://www.google.ch/search?q=Ärztegemeinschaft+Reussli+Niederglatt+ZH,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/niederglatt/ex3m/arztegemeinschaft-reussli,0,
Ärztehaus Fuhr,"Fuhrstrasse 15, 8820 Wädenswil",Fuhrstrasse 15,8820,Wädenswil,Zürich,044 780 17 27,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://praxisfuhr.ch/,https://www.google.ch/search?q=Ärztehaus+Fuhr+Wädenswil,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wadenswil/exae/arztehaus-fuhr,0,
Ärztehaus Küsnacht,"Untere Dorfstrasse 2, 8700 Küsnacht",Untere Dorfstrasse 2,8700,Küsnacht,Zürich,044 912 25 45,Allgemeine Innere Medizin,https://aerztehaus-kuesnacht.ch/,https://www.google.ch/search?q=Ärztehaus+Küsnacht+Küsnacht,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/kusnacht/ewnd/arztehaus-kusnacht,0,
Ärztehaus Milchbuck,"Schaffhauserstrasse 124, 8057 Zürich",Schaffhauserstrasse 124,8057,Zürich,Zürich,044 362 14 11,"Allgemeine Innere Medizin, Kardiologie",https://www.praxismilchbuck.ch/,https://www.google.ch/search?q=Ärztehaus+Milchbuck+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exq1/arztehaus-milchbuck,0,
Ärztehaus Oberdorf,"Usterstrasse 2, 8620 Wetzikon",Usterstrasse 2,8620,Wetzikon,Zürich,044 930 44 44,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://aerztehaus-oberdorf.ch/praxis,https://www.google.ch/search?q=Ärztehaus+Oberdorf+Wetzikon,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wetzikon/ewyz/arztehaus-oberdorf,0,
Ärztehaus Rosenau,"Gladbachstrasse 95, 8044 Zürich",Gladbachstrasse 95,8044,Zürich,Zürich,043 244 93 90,"Chirurgie, Orthopädische Chirurgie",,https://www.google.ch/search?q=Ärztehaus+Rosenau+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exre/arztehaus-rosenau,0,
Ärztehaus Seen,"Arbergstrasse 7, 8405 Winterthur",Arbergstrasse 7,8405,Winterthur,Zürich,052 233 41 41,Allgemeine Innere Medizin,https://aerztehaus-seen.ch/,https://www.google.ch/search?q=Ärztehaus+Seen+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/ew0e/arztehaus-seen,0,
Ärzte im Sternen Oerlikon,"Franklinstrasse 1, 8050 Zürich",Franklinstrasse 1,8050,Zürich,Zürich,044 315 65 55,Allgemeine Innere Medizin,https://www.aerzteimsternenoerlikon.ch/,https://www.google.ch/search?q=Ärzte+im+Sternen+Oerlikon+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewwg/arzte-im-sternen-oerlikon,0,
Ärztepraxis am Albis,"Zürichstrasse 67, 8910 Affoltern am Albis",Zürichstrasse 67,8910,Affoltern am Albis,Zürich,044 761 20 80,Allgemeine Innere Medizin,https://www.aerztepraxisamalbis.ch/,https://www.google.ch/search?q=Ärztepraxis+am+Albis+Affoltern+am+Albis,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/affoltern-am-albis/ew6h/arztepraxis-am-albis,0,
Ärztepraxis Kern,"Adlerstrasse 1, 8600 Dübendorf",Adlerstrasse 1,8600,Dübendorf,Zürich,044 820 30 55,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.aerztepraxiskern.ch/,https://www.google.ch/search?q=Ärztepraxis+Kern+Dübendorf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/dubendorf/ewm5/arztepraxis-kern,0,
Ärztepraxis zum Citronenbaum,"Untertor 1, 8400 Winterthur",Untertor 1,8400,Winterthur,Zürich,052 212 60 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",,https://www.google.ch/search?q=Ärztepraxis+zum+Citronenbaum+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/ewl1/arztepraxis-zum-citronenbaum,0,
Arztpraxis am Bahnhof,"Seestrasse 117, 8810 Horgen",Seestrasse 117,8810,Horgen,Zürich,043 244 20 40,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, Kardiologie",,https://www.google.ch/search?q=Arztpraxis+am+Bahnhof+Horgen,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/horgen/ewz4/arztpraxis-am-bahnhof,0,
Arztpraxis Dr. Ilic,"Güterstrasse 10, 8952 Schlieren",Güterstrasse 10,8952,Schlieren,Zürich,044 733 55 33,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.arztpraxis-ilic.ch/,https://www.google.ch/search?q=Arztpraxis+Dr.+Ilic+Schlieren,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/schlieren/ex05/arztpraxis-dr-ilic,0,
Arztpraxis Friesenberg,"Borrweg 65, 8055 Zürich",Borrweg 65,8055,Zürich,Zürich,044 462 22 32,Allgemeine Innere Medizin,https://praxisfriesenberg.ch/,https://www.google.ch/search?q=Arztpraxis+Friesenberg+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ex0e/arztpraxis-friesenberg,0,
Arztpraxis für Frauen und Kinder,"Geissacher 8, 8126 Zumikon",Geissacher 8,8126,Zumikon,Zürich,043 288 07 80,"Hausarztmedizin (Allgemeinmedizin), Pädiatrie",https://www.zumimed.ch/,https://www.google.ch/search?q=Arztpraxis+für+Frauen+und+Kinder+Zumikon,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zumikon/ewpg/arztpraxis-fur-frauen-und-kinder,0,
Arztpraxis für Kinder und Jugendliche,"Oberdorfstrasse 21, 8820 Wädenswil",Oberdorfstrasse 21,8820,Wädenswil,Zürich,044 780 41 50,Pädiatrie,https://www.oberdorfpraxis.ch/,https://www.google.ch/search?q=Arztpraxis+für+Kinder+und+Jugendliche+Wädenswil,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wadenswil/ew3f/arztpraxis-fur-kinder-und-jugendliche,0,
Arztpraxis Glattpark,"Thurgauerstrasse 106, 8152 Opfikon",Thurgauerstrasse 106,8152,Opfikon,Zürich,044 301 32 50,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",,https://www.google.ch/search?q=Arztpraxis+Glattpark+Opfikon,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/opfikon/ewwb/arztpraxis-glattpark,0,
Arztpraxis Hirschwiesen,"Schaffhauserstrasse 188, 8057 Zürich",Schaffhauserstrasse 188,8057,Zürich,Zürich,044 362 70 80,"Allergologie und Immunologie, Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Pädiatrie",http://www.arztpraxis-hirschwiesen.ch/,https://www.google.ch/search?q=Arztpraxis+Hirschwiesen+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewq2/arztpraxis-hirschwiesen,0,
Arztpraxis Kreis 9,"Dennlerstrasse 25, 8047 Zürich",Dennlerstrasse 25,8047,Zürich,Zürich,043 311 10 30,Allgemeine Innere Medizin,https://www.arztpraxis-kreis9.ch/,https://www.google.ch/search?q=Arztpraxis+Kreis+9+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewgc/arztpraxis-kreis-9,0,
Arztpraxis Laupen,"Hauptstrasse 36c, 8637 Laupen ZH",Hauptstrasse 36c,8637,Laupen ZH,Zürich,055 246 47 37,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://arztpraxis-laupen.ch/,https://www.google.ch/search?q=Arztpraxis+Laupen+Laupen+ZH,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/laupen/eo36/arztpraxis-laupen,0,
Arztpraxis Limmatplatz,"Limmatplatz 1, 8005 Zürich",Limmatplatz 1,8005,Zürich,Zürich,044 272 26 33,Allgemeine Innere Medizin,https://arztpraxis-limmatplatz.ch/,https://www.google.ch/search?q=Arztpraxis+Limmatplatz+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewh0/arztpraxis-limmatplatz,0,
Arztpraxis Ossingen,"Truttikerstrasse 19, 8475 Ossingen",Truttikerstrasse 19,8475,Ossingen,Zürich,052 304 32 11,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://arztpraxis-ossingen.ch/,https://www.google.ch/search?q=Arztpraxis+Ossingen+Ossingen,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/ossingen/ewqi/arztpraxis-ossingen,0,
Arztpraxis Riedholz,"Bleulerstrasse 80a, 8008 Zürich",Bleulerstrasse 80a,8008,Zürich,Zürich,044 387 63 98,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.swissepi.ch/wohnwerk/angebote/arztpraxis.html,https://www.google.ch/search?q=Arztpraxis+Riedholz+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewzq/arztpraxis-riedholz,0,
ARZTPRAXIS RÜMLANG,"Obermattenstrasse 7, 8153 Rümlang",Obermattenstrasse 7,8153,Rümlang,Zürich,044 817 29 51,"Allgemeine Innere Medizin, Rheumatologie",https://www.gemeinschaftspraxis-ruemlang.ch/,https://www.google.ch/search?q=ARZTPRAXIS+RÜMLANG+Rümlang,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/rumlang/exqp/arztpraxis-rumlang,0,
Arztpraxis Schaffner Nikmo,"Grütstrasse 34, 8704 Herrliberg",Grütstrasse 34,8704,Herrliberg,Zürich,044 915 14 15,Allgemeine Innere Medizin,,https://www.google.ch/search?q=Arztpraxis+Schaffner+Nikmo+Herrliberg,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/herrliberg/ewi4/arztpraxis-schaffner-nikmo,0,
Arztpraxis Schmid Florastrasse 2 Adliswil,"Florastrasse 2, 8134 Adliswil",Florastrasse 2,8134,Adliswil,Zürich,044 710 38 35,Allgemeine Innere Medizin,https://www.arztpraxis-schmid.ch/,https://www.google.ch/search?q=Arztpraxis+Schmid+Florastrasse+2+Adliswil+Adliswil,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/adliswil/ewvx/arztpraxis-schmid-florastrasse-2-adliswil,0,
Arztpraxis Seebach,"Schaffhauserstrasse 470, 8052 Zürich",Schaffhauserstrasse 470,8052,Zürich,Zürich,043 811 43 46,"Allgemeine Innere Medizin, Pädiatrie",https://www.arztpraxis-seebach.ch/,https://www.google.ch/search?q=Arztpraxis+Seebach+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewpc/arztpraxis-seebach,0,
Arztpraxis-Stadelhofen,"Goethestrasse 22, 8001 Zürich",Goethestrasse 22,8001,Zürich,Zürich,044 252 55 45,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",http://www.arztpraxis-stadelhofen.ch/,https://www.google.ch/search?q=Arztpraxis-Stadelhofen+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewr7/arztpraxis-stadelhofen,0,
Arztpraxis Wangen,"Hegnaustrasse 30, 8602 Wangen-Brüttisellen",Hegnaustrasse 30,8602,Wangen-Brüttisellen,Zürich,044 835 25 00,"Allgemeine Innere Medizin, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://acamed.ch/arztpraxis-wangen/,https://www.google.ch/search?q=Arztpraxis+Wangen+Wangen-Brüttisellen,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wangen-bruttisellen/ew7o/arztpraxis-wangen,1,Zuweisung
Arztpraxis Wiedikon,"Birmensdorferstrasse 51, 8004 Zürich",Birmensdorferstrasse 51,8004,Zürich,Zürich,044 241 82 72,Allgemeine Innere Medizin,https://www.arztpraxis-wiedikon.ch/,https://www.google.ch/search?q=Arztpraxis+Wiedikon+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewix/arztpraxis-wiedikon,0,
Arztpraxis Winkel,"Embracherstrasse 10, 8185 Winkel",Embracherstrasse 10,8185,Winkel,Zürich,044 860 68 88,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin, Notfallmedizin, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.arzt-winkel.ch/,https://www.google.ch/search?q=Arztpraxis+Winkel+Winkel,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winkel/exrx/arztpraxis-winkel,0,
Arztzentrum Glattbrugg,"Schaffhauserstrasse 124, 8152 Glattbrugg",Schaffhauserstrasse 124,8152,Glattbrugg,Zürich,044 810 19 19,"Allgemeine Innere Medizin, Chirurgie, Hausarztmedizin (Allgemeinmedizin)",https://arztzentrum-glattbrugg.ch/,https://www.google.ch/search?q=Arztzentrum+Glattbrugg+Glattbrugg,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/glattbrugg/ewju/arztzentrum-glattbrugg,0,
