sectionId,collapsed,postDate,expiryDate,oldStatus,placeInStructure,eagerLoadInfo,id,tempId,draftId,revisionId,isProvisionalDraft,uid,siteSettingsId,fieldLayoutId,enabled,archived,siteId,title,slug,uri,dateCreated,dateUpdated,dateLastMerged,dateDeleted,deletedWithOwner,trashed,forceSave,fieldId,sortOrder,canonicalId,cpEditUrl,isDraft,isRevision,isUnpublishedDraft,ref,status,structureId,url,primaryOwnerId,ownerId,authorId,authorIds,typeId,docAddress,docProfession,docPhone,docStreet,docZipCode,docCity,docCanton,linkUrl,googleUrl,onedocUrl,crmStatus,zuweisung,zuweisungText
4,,2025-03-04T16:45:00+01:00,,live,,,312823,,,,,802ff62e-9385-4174-82f2-2a73086c244b,312823,,1,,1,"Bristenmed Praxis",bristenmed-praxis,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312823,https://crm.ddev.site/admin/entries/groupPractices/312823-bristenmed-praxis,,,,groupPractices/bristenmed-praxis,live,,,,,1,[1],1,"Gotthardstrasse 3, 6454 Flüelen","Allgemeine Innere Medizin","041 874 80 40","Gotthardstrasse 3",6454,Flüelen,Uri,,"{""value"":""https:\/\/www.google.ch\/search?q=Bristenmed+Praxis+Flüelen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/fluelen\/evh7\/bristenmed-praxis"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312821,,,,,9e8fc66c-df32-4fc6-92a3-71a27cfe3444,312821,,1,,1,"ARGUS Augen Altdorf",argus-augen-altdorf,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312821,https://crm.ddev.site/admin/entries/groupPractices/312821-argus-augen-altdorf,,,,groupPractices/argus-augen-altdorf,live,,,,,1,[1],1,"Höfligasse 11, 6460 Altdorf UR",Augenheilkunde,"041 871 47 10","Höfligasse 11",6460,"Altdorf UR",Uri,,"{""value"":""https:\/\/www.google.ch\/search?q=ARGUS+Augen+Altdorf+Altdorf+UR"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/altdorf\/evh9\/argus-augen-altdorf"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312819,,,,,ecb22811-9086-4ba9-afca-c8a084537f08,312819,,1,,1,"Kinderärzte Obwalden",kinderärzte-obwalden,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312819,https://crm.ddev.site/admin/entries/groupPractices/312819-kinderärzte-obwalden,,,,groupPractices/kinderärzte-obwalden,live,,,,,1,[1],1,"Marktstrasse 8, 6060 Sarnen","Intensivmedizin, Pädiatrie","041 660 55 22","Marktstrasse 8",6060,Sarnen,Obwalden,"{""value"":""https:\/\/www.kinderaerzte-obwalden.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=Kinderärzte+Obwalden+Sarnen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/sarnen\/eluj\/kinderarzte-obwalden"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312817,,,,,5ec5a36e-e7d5-4634-b025-f6328af0ac01,312817,,1,,1,"Hausarztpraxis Dorfplatz",hausarztpraxis-dorfplatz,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312817,https://crm.ddev.site/admin/entries/groupPractices/312817-hausarztpraxis-dorfplatz,,,,groupPractices/hausarztpraxis-dorfplatz,live,,,,,1,[1],1,"Pilatusstrasse 6, 6072 Sachseln","Allgemeine Innere Medizin","041 660 52 33","Pilatusstrasse 6",6072,Sachseln,Obwalden,,"{""value"":""https:\/\/www.google.ch\/search?q=Hausarztpraxis+Dorfplatz+Sachseln"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/sachseln\/eluw\/hausarztpraxis-dorfplatz"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312815,,,,,28fd9bd7-32cf-482b-a93f-fd71390ce81c,312815,,1,,1,"Gruppenpraxis Römerhof",gruppenpraxis-römerhof,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312815,https://crm.ddev.site/admin/entries/groupPractices/312815-gruppenpraxis-römerhof,,,,groupPractices/gruppenpraxis-römerhof,live,,,,,1,[1],1,"Robert Barmettlerstrasse 5, 6055 Alpnach","Allgemeine Innere Medizin","041 671 01 01","Robert Barmettlerstrasse 5",6055,Alpnach,Obwalden,,"{""value"":""https:\/\/www.google.ch\/search?q=Gruppenpraxis+Römerhof+Alpnach"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/alpnach\/elud\/gruppenpraxis-romerhof"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312813,,,,,9164d7a3-7dbe-492a-8243-15717383a1d1,312813,,1,,1,"Gruppenpraxis Dr. Gwerder / Dr. Gwerder",gruppenpraxis-dr-gwerder-dr-gwerder,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312813,https://crm.ddev.site/admin/entries/groupPractices/312813-gruppenpraxis-dr-gwerder-dr-gwerder,,,,groupPractices/gruppenpraxis-dr-gwerder-dr-gwerder,live,,,,,1,[1],1,"Bahnhofplatz 4, 6060 Sarnen","Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)","041 660 70 77","Bahnhofplatz 4",6060,Sarnen,Obwalden,,"{""value"":""https:\/\/www.google.ch\/search?q=Gruppenpraxis+Dr.+Gwerder+\/+Dr.+Gwerder+Sarnen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/sarnen\/elux\/gruppenpraxis-dr-gwerder-dr-gwerder"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312811,,,,,2bde98d6-794b-40ac-8558-dd46f32eb73a,312811,,1,,1,"Gruppenpraxis Dr. Burch / Dr. Felber",gruppenpraxis-dr-burch-dr-felber,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312811,https://crm.ddev.site/admin/entries/groupPractices/312811-gruppenpraxis-dr-burch-dr-felber,,,,groupPractices/gruppenpraxis-dr-burch-dr-felber,live,,,,,1,[1],1,"Marktstrasse 8, 6060 Sarnen","Allgemeine Innere Medizin","041 661 01 88","Marktstrasse 8",6060,Sarnen,Obwalden,,"{""value"":""https:\/\/www.google.ch\/search?q=Gruppenpraxis+Dr.+Burch+\/+Dr.+Felber+Sarnen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/sarnen\/eluv\/gruppenpraxis-dr-burch-dr-felber"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312809,,,,,45f713ce-2800-4f04-bd44-7d048df0b475,312809,,1,,1,"Frauenpraxis Obwalden",frauenpraxis-obwalden,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312809,https://crm.ddev.site/admin/entries/groupPractices/312809-frauenpraxis-obwalden,,,,groupPractices/frauenpraxis-obwalden,live,,,,,1,[1],1,"Marktstrasse 8, 6060 Sarnen","Gynäkologie und Geburtshilfe, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung","041 660 66 44","Marktstrasse 8",6060,Sarnen,Obwalden,,"{""value"":""https:\/\/www.google.ch\/search?q=Frauenpraxis+Obwalden+Sarnen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/sarnen\/eubs\/frauenpraxis-obwalden"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312807,,,,,4a38ec50-c16d-4faa-8361-8d8f5ee89bc6,312807,,1,,1,"Augenarzt Sarnen",augenarzt-sarnen,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312807,https://crm.ddev.site/admin/entries/groupPractices/312807-augenarzt-sarnen,,,,groupPractices/augenarzt-sarnen,live,,,,,1,[1],1,"Nelkenstrasse 2, 6060 Sarnen",Augenheilkunde,"041 661 04 04","Nelkenstrasse 2",6060,Sarnen,Obwalden,"{""value"":""https:\/\/augenarzt-obwalden.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=Augenarzt+Sarnen+Sarnen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/sarnen\/et2r\/augenarzt-sarnen"",""type"":""url""}",new,1,"Zuweisung, Zuweiser"
4,,2025-03-04T16:45:00+01:00,,live,,,312805,,,,,14fb5eb6-6221-4c56-afe2-2a864f820464,312805,,1,,1,"Ärztepraxis Giswil",ärztepraxis-giswil,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312805,https://crm.ddev.site/admin/entries/groupPractices/312805-ärztepraxis-giswil,,,,groupPractices/ärztepraxis-giswil,live,,,,,1,[1],1,"Bahnhofplatz 1, 6074 Giswil","Allgemeine Innere Medizin","041 676 01 01","Bahnhofplatz 1",6074,Giswil,Obwalden,"{""value"":""https:\/\/www.aerztepraxis-giswil.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=Ärztepraxis+Giswil+Giswil"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/giswil\/eubp\/arztepraxis-giswil"",""type"":""url""}",new,1,Überweisung
4,,2025-03-04T16:45:00+01:00,,live,,,312803,,,,,b8ef01a7-bfac-488a-acf8-4709418f614a,312803,,1,,1,"Ärztehaus Sarnen",ärztehaus-sarnen,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312803,https://crm.ddev.site/admin/entries/groupPractices/312803-ärztehaus-sarnen,,,,groupPractices/ärztehaus-sarnen,live,,,,,1,[1],1,"Marktstrasse 7, 6060 Sarnen","Allgemeine Innere Medizin, HNO (Hals-, Nasen-, Ohrenheilkunde), Hausarztmedizin (Allgemeinmedizin), Rheumatologie, Zahnmedizin","041 660 70 22","Marktstrasse 7",6060,Sarnen,Obwalden,"{""value"":""https:\/\/www.aerztehaus-sarnen.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=Ärztehaus+Sarnen+Sarnen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/sarnen\/elum\/arztehaus-sarnen"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312801,,,,,693e8ef2-c250-4da5-851d-e249e3ee9350,312801,,1,,1,"Zentrum für Integrative Onkologie Glarus - ZIO",zentrum-für-integrative-onkologie-glarus-zio,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312801,https://crm.ddev.site/admin/entries/groupPractices/312801-zentrum-für-integrative-onkologie-glarus-zio,,,,groupPractices/zentrum-für-integrative-onkologie-glarus-zio,live,,,,,1,[1],1,"Schweizerhofstrasse 1, 8750 Riedern","Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hämatologie","055 640 44 44","Schweizerhofstrasse 1",8750,Riedern,Glarus,"{""value"":""https:\/\/zio.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=Zentrum+für+Integrative+Onkologie+Glarus+-+ZIO+Riedern"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/riedern\/etom\/zentrum-fur-integrative-onkologie-glarus-zio"",""type"":""url""}",new,1,"für Ärzte"
4,,2025-03-04T16:45:00+01:00,,live,,,312799,,,,,1ce01de1-f060-4f9b-9f9e-149e348b3f43,312799,,1,,1,"Praxis im Sonnenzentrum",praxis-im-sonnenzentrum,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312799,https://crm.ddev.site/admin/entries/groupPractices/312799-praxis-im-sonnenzentrum,,,,groupPractices/praxis-im-sonnenzentrum,live,,,,,1,[1],1,"Bahnhofstrasse 2a, 8753 Mollis","Allgemeine Innere Medizin","055 612 23 53","Bahnhofstrasse 2a",8753,Mollis,Glarus,,"{""value"":""https:\/\/www.google.ch\/search?q=Praxis+im+Sonnenzentrum+Mollis"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/mollis\/eltz\/praxis-im-sonnenzentrum"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312797,,,,,60fbb71b-b039-43a2-9955-04c43a853116,312797,,1,,1,LINTHPRAXEN,linthpraxen,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312797,https://crm.ddev.site/admin/entries/groupPractices/312797-linthpraxen,,,,groupPractices/linthpraxen,live,,,,,1,[1],1,"Bahnhofstrasse 1, 8783 Linthal","Allgemeine Innere Medizin, Zahnmedizin","055 653 70 07","Bahnhofstrasse 1",8783,Linthal,Glarus,"{""value"":""https:\/\/www.linthpraxen.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=LINTHPRAXEN+Linthal"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/linthal\/etov\/linthpraxen"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312795,,,,,6f69d10f-5fb5-47e7-9cbf-d52345e232d8,312795,,1,,1,"Kinderarztpraxis Purzelfabrik",kinderarztpraxis-purzelfabrik,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312795,https://crm.ddev.site/admin/entries/groupPractices/312795-kinderarztpraxis-purzelfabrik,,,,groupPractices/kinderarztpraxis-purzelfabrik,live,,,,,1,[1],1,"Turbinenweg 2, 8866 Glarus Nord","Pädiatrie, Hüftultraschall bei Säuglingen | Neugeborenen Ultraschall der Hüfte, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle","055 617 00 00","Turbinenweg 2",8866,"Glarus Nord",Glarus,,"{""value"":""https:\/\/www.google.ch\/search?q=Kinderarztpraxis+Purzelfabrik+Glarus+Nord"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/glarus-nord\/e2z2\/kinderarztpraxis-purzelfabrik"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312793,,,,,ca20ad2c-dbb3-4c3e-af3c-ef3ebd722359,312793,,1,,1,"Hausarztpraxis Näfels AG",hausarztpraxis-näfels-ag,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312793,https://crm.ddev.site/admin/entries/groupPractices/312793-hausarztpraxis-näfels-ag,,,,groupPractices/hausarztpraxis-näfels-ag,live,,,,,1,[1],1,"Bahnhofstrasse 32, 8752 Näfels","Allgemeine Innere Medizin, COVID-19 Test","055 612 31 31","Bahnhofstrasse 32",8752,Näfels,Glarus,"{""value"":""https:\/\/www.praxisnaefels.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=Hausarztpraxis+Näfels+AG+Näfels"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/nafels\/e5nw\/hausarztpraxis-nafels-ag"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312791,,,,,52936256-e8ac-44e3-a1ef-b0e12d2c58bc,312791,,1,,1,"HAUSARZTHAUS Wiesenstrasse 10",hausarzthaus-wiesenstrasse-10,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312791,https://crm.ddev.site/admin/entries/groupPractices/312791-hausarzthaus-wiesenstrasse-10,,,,groupPractices/hausarzthaus-wiesenstrasse-10,live,,,,,1,[1],1,"Wiesenstrasse 10, 8867 Niederurnen","Allgemeine Innere Medizin","055 610 20 22","Wiesenstrasse 10",8867,Niederurnen,Glarus,"{""value"":""https:\/\/www.hausarzthaus.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=HAUSARZTHAUS+Wiesenstrasse+10+Niederurnen"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/niederurnen\/eto9\/hausarzthaus-wiesenstrasse-10"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312789,,,,,0a0784b8-0633-4a83-9f81-78c6ba5ba4e8,312789,,1,,1,"Hals-Nasen-Ohren Praxis Glarus",hals-nasen-ohren-praxis-glarus,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312789,https://crm.ddev.site/admin/entries/groupPractices/312789-hals-nasen-ohren-praxis-glarus,,,,groupPractices/hals-nasen-ohren-praxis-glarus,live,,,,,1,[1],1,"Burgstrasse 15, 8750 Glarus","Allgemeine Innere Medizin, HNO (Hals-, Nasen-, Ohrenheilkunde)","055 640 30 20","Burgstrasse 15",8750,Glarus,Glarus,"{""value"":""https:\/\/hno-glarus.ch\/"",""type"":""url""}","{""value"":""https:\/\/www.google.ch\/search?q=Hals-Nasen-Ohren+Praxis+Glarus+Glarus"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/glarus\/eltj\/hals-nasen-ohren-praxis-glarus"",""type"":""url""}",new,,
4,,2025-03-04T16:45:00+01:00,,live,,,312787,,,,,73f62929-f4d8-4131-99ca-bd370a5c75ed,312787,,1,,1,"Gruppenpraxis Dr. Hauswirth / Dr. Kratter-Frey",gruppenpraxis-dr-hauswirth-dr-kratter-frey,,2025-03-04T16:45:39+01:00,2025-03-06T21:32:48+01:00,,,,,,,,312787,https://crm.ddev.site/admin/entries/groupPractices/312787-gruppenpraxis-dr-hauswirth-dr-kratter-frey,,,,groupPractices/gruppenpraxis-dr-hauswirth-dr-kratter-frey,live,,,,,1,[1],1,"Bahnhofstrasse 33b, 8752 Näfels","Orthopädische Chirurgie","055 618 42 22","Bahnhofstrasse 33b",8752,Näfels,Glarus,,"{""value"":""https:\/\/www.google.ch\/search?q=Gruppenpraxis+Dr.+Hauswirth+\/+Dr.+Kratter-Frey+Näfels"",""type"":""url""}","{""value"":""https:\/\/www.onedoc.ch\/de\/gruppenpraxis\/nafels\/els2\/gruppenpraxis-dr-hauswirth-dr-kratter-frey"",""type"":""url""}",new,,
