name,address,street,postal_code,city,canton,phone_number,professions,url
aprioris Soforthilfe-Praxis Paradeplatz,"Poststrasse 6, 8001 Zürich",Poststrasse 6,8001,Zürich,Zürich,044 442 28 01,"Hausarztmedizin (Allgemeinmedizin), Fadenentfernung | Klammerentfernung, Fusspilz | Nagelpilz, Harnwegsinfektion | Zystitis | Blasenentzündung, Impfberatung, Kopfschmerzen und Migräne, Nackenschmerzen, Pflege von Wunden | Wundbehandlung, Professionelle Gehörgangreinigung | Ohrenspülen | Cerumenentfernung, Reiseberatung, Serologischer Covid-19 Test, Vorsorgeuntersuchung Harnwegsinfektionen, Zeckenentfernung, Zeckenimpfung (FSME)",https://www.onedoc.ch/de/medizinische-praxis/zurich/ebaj5/aprioris-soforthilfe-praxis-paradeplatz
Ärztegemeinschaft Dietlikon,"Bromackerstrasse 9, 8305 Dietlikon",Bromackerstrasse 9,8305,Dietlikon,Zürich,044 835 20 25,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Rheumatologie",https://www.onedoc.ch/de/medizinische-praxis/dietlikon/eygz/arztegemeinschaft-dietlikon
Ärztehaus Seebach,"Landhusweg 4, 8052 Zürich",Landhusweg 4,8052,Zürich,Zürich,044 300 11 80,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Freiwilliger Schwangerschaftsabbruch | Abtreibung | Abort, Harninkontinenz | Blasenschwäche, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Vasektomie | Unterbindung | Männliche Sterilisation, Verhütung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle, Vorsorgeuntersuchung | Check up, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/zurich/eba5e/arztehaus-seebach
Ärztehaus Sonnenhof - Dr. med. Ralf Baumgartner,"Freiestrasse 211, 8032 Zürich",Freiestrasse 211,8032,Zürich,Zürich,044 381 45 48,"Gynäkologie und Geburtshilfe, Familienplanung, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verhütung, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/zurich/epk1/arztehaus-sonnenhof-dr-med-ralf-baumgartner
Ärztepraxis Eichwis,"Rickenstrasse 9, 8634 Hombrechtikon",Rickenstrasse 9,8634,Hombrechtikon,Zürich,055 244 44 40,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Manuelle Medizin, Psychiatrie, Psychosomatische und psychosoziale Medizin, Psychotherapie, Tropen- und Reisemedizin, Abdomensonografie | Ultraschall des Bauches, Adipositas, Allergie | AllergoTest | Allergieabklärung, Impfberatung, Pflege von Wunden | Wundbehandlung, Reiseberatung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/hombrechtikon/ebat8/arztepraxis-eichwis
Ärztezentrum Seebach Zürich,"Bahnhaldenstrasse 7, 8052 Zürich",Bahnhaldenstrasse 7,8052,Zürich,Zürich,044 302 11 82,"Hausarztmedizin (Allgemeinmedizin), Diabetes, Elektrokardiogramm (EKG), Messung des Blutdrucks, Röntgen, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/zurich/e6hs/arztezentrum-seebach-zurich
Ärztezentrum Winterthur - Dr. med. Christoph Eismann,"Sankt-Georgen-Strasse 6, 8400 Winterthur",Sankt-Georgen-Strasse 6,8400,Winterthur,Zürich,052 246 03 03,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/e26/arztezentrum-winterthur-dr-med-christoph-eismann
Ärztezentrum Wolfhausen,"Landstrasse 29, 8633 Wolfhausen",Landstrasse 29,8633,Wolfhausen,Zürich,055 243 24 24,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/wolfhausen/e6i0/arztezentrum-wolfhausen
Arztpraxis beim Gemeindehaus,"Stationsstrasse 20, 8105 Regensdorf",Stationsstrasse 20,8105,Regensdorf,Zürich,044 843 33 00,"Allgemeine Innere Medizin, Allergie | AllergoTest | Allergieabklärung, Harnwegsinfektion | Zystitis | Blasenentzündung, Herz-Kreislauf-Prävention | CardioCheck, Kopfschmerzen und Migräne, Nachtarbeitsuntersuchung, Präoperative Untersuchung, Reiseberatung, Sexuell übertragbare Krankheiten | Sexuell übertragbare Infektionen (STD/STI), Verkehrsmedizinische Kontrolluntersuchung STUFE 1",https://www.onedoc.ch/de/medizinische-praxis/regensdorf/eq6l/arztpraxis-beim-gemeindehaus
Arztpraxis Dr. med. Gabi Egli,"Bergstrasse 143, 8707 Uetikon",Bergstrasse 143,8707,Uetikon,Zürich,044 920 19 15,"Hausarztmedizin (Allgemeinmedizin), Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/uetikon/e3ws/arztpraxis-dr-med-gabi-egli
Arztpraxis Dr. med. Peter Lauber,"Asylstrasse 19, 8032 Zürich",Asylstrasse 19,8032,Zürich,Zürich,043 268 33 55,"Allgemeine Innere Medizin, Anthroposophische Medizin, Hausarztmedizin (Allgemeinmedizin), Neuraltherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eqbn/arztpraxis-dr-med-peter-lauber
Arztpraxis Eva Kruschitz,"Römertorstrasse 1, 8404 Winterthur",Römertorstrasse 1,8404,Winterthur,Zürich,052 213 60 60,"Gynäkologie und Geburtshilfe, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verhütung, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich",https://www.onedoc.ch/de/medizinische-praxis/winterthur/ew9n/arztpraxis-eva-kruschitz
Arztpraxis Illnau-Effretikon - Dr. Reyna GmbH,"Schlimpergstrasse 2, 8307 Effretikon",Schlimpergstrasse 2,8307,Effretikon,Zürich,052 343 55 44,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/effretikon/e0tj/arztpraxis-illnau-effretikon-dr-reyna-gmbh
Arztpraxis Ova-Areal AG,"Obstgartenstrasse 1, 8910 Affoltern am Albis",Obstgartenstrasse 1,8910,Affoltern am Albis,Zürich,044 762 61 61,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/affoltern-am-albis/exr2/arztpraxis-ova-areal-ag
Arztpraxis Sternen,"Schaffhauserstrasse 345, 8050 Zürich",Schaffhauserstrasse 345,8050,Zürich,Zürich,044 313 94 88,"Akupunktur, Manuelle Medizin, Rheumatologie, Schmerztherapie, Traditionelle Chinesische Medizin (TCM)",https://www.onedoc.ch/de/medizinische-praxis/zurich/e6o6/arztpraxis-sternen
Arztpraxis Tilch,"Albisstrasse 26, 8038 Zürich",Albisstrasse 26,8038,Zürich,Zürich,043 399 70 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewt5/arztpraxis-tilch
Arztpraxis Volketswil,"Im Zentrum 18, 8604 Volketswil",Im Zentrum 18,8604,Volketswil,Zürich,043 549 54 44,"Allgemeine Innere Medizin, Reiseberatung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/volketswil/e7r7/arztpraxis-volketswil
Augenärzte Egg Dr. med. Anastasija Lapkovska,"Gewerbestrasse 12a, 8132 Egg ZH",Gewerbestrasse 12a,8132,Egg ZH,Zürich,044 244 81 45,"Augenheilkunde, Augencheck | Untersuchung der Sehkraft | Visustest, Glaukom | Grüner Star, Katarakt | Grauer Star, Pädiatrische Ophthalmologie",https://www.onedoc.ch/de/medizinische-praxis/egg/eba0f/augenarzte-egg-dr-med-anastasija-lapkovska
Augenarztpraxis,"Florastrasse 17, 8008 Zürich",Florastrasse 17,8008,Zürich,Zürich,044 552 91 91,"Augenheilkunde, Orthoptik, Pädiatrische Ophthalmologie, Pädiatrische Orthoptik, Strabismus | Schielen",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewnq/augenarztpraxis
Augenarztpraxis Aug&Lid,"Technikumstrasse 61, 8400 Winterthur",Technikumstrasse 61,8400,Winterthur,Zürich,052 551 88 81,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Blepharoplastik | Augenlidchirurgie, Glaukom | Grüner Star, Katarakt | Grauer Star, Okuloplastik, Orthoptikuntersuchung, Pädiatrische Ophthalmologie, Vorsorgeuntersuchung Diabetische Retinopathie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/ebbq2/augenarztpraxis-aug-lid
Augenarztpraxis Bassersdorf,"Klotenerstrasse 20, 8303 Bassersdorf",Klotenerstrasse 20,8303,Bassersdorf,Zürich,044 542 67 52,"Augenheilkunde, Brille, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star, Keratokonus | Hornhautkegel, Pädiatrische Ophthalmologie, Sehtest für den Führerschein",https://www.onedoc.ch/de/medizinische-praxis/bassersdorf/e7w7/augenarztpraxis-bassersdorf
Augenarztpraxis Dr. Ansari - WINTERTHUR,"Unterer Graben 35, 8400 Winterthur",Unterer Graben 35,8400,Winterthur,Zürich,052 566 77 20,"Augenchirurgie, Augenheilkunde, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star",https://www.onedoc.ch/de/medizinische-praxis/winterthur/e8k5/augenarztpraxis-dr-ansari-winterthur
Augenarztpraxis Dr. med. Dishy Avraham,"Albisstrasse 40, 8038 Zürich",Albisstrasse 40,8038,Zürich,Zürich,044 488 11 90,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/emir/augenarztpraxis-dr-med-dishy-avraham
"Augenarztpraxis, Dr. med. Kristin Weisshuhn","Schauenbergstrasse 11, 8046 Zürich",Schauenbergstrasse 11,8046,Zürich,Zürich,044 377 70 90,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Astigmatismus, Brille, Glaukom | Grüner Star, Hyperopie | Weitsichtigkeit, Katarakt | Grauer Star, Kurzsichtigkeit | Myopie, Sehtest für den Führerschein",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewwj/augenarztpraxis-dr-med-kristin-weisshuhn
Augenarztpraxis Dr. Terzi,"Waaggasse 5, 8001 Zürich",Waaggasse 5,8001,Zürich,Zürich,043 888 62 50,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewty/augenarztpraxis-dr-terzi
Augenarztpraxis Horgen,"Zugerstrasse 30, 8810 Horgen",Zugerstrasse 30,8810,Horgen,Zürich,044 725 22 29,"Augenheilkunde, Augencheck | Untersuchung der Sehkraft | Visustest, Glaukom | Grüner Star, Katarakt | Grauer Star, Pädiatrische Ophthalmologie",https://www.onedoc.ch/de/medizinische-praxis/horgen/exl0/augenarztpraxis-horgen
Augenarztpraxis Kilchberg,"Weinbergstrasse 2, 8802 Kilchberg",Weinbergstrasse 2,8802,Kilchberg,Zürich,044 599 73 36,"Augenheilkunde, Brille, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star, Keratokonus | Hornhautkegel, Pädiatrische Ophthalmologie, Sehtest für den Führerschein",https://www.onedoc.ch/de/medizinische-praxis/kilchberg/e60w/augenarztpraxis-kilchberg
Augenarztpraxis Thalwil,"Gotthardstrasse 36, 8800 Thalwil",Gotthardstrasse 36,8800,Thalwil,Zürich,044 720 28 68,"Augenheilkunde, Orthoptik, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Gesichtsfeld, Katarakt | Grauer Star, Pädiatrische Ophthalmologie, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/thalwil/ex2g/augenarztpraxis-thalwil
Augenarzt Zollikon,"Seestrasse 45, 8702 Zollikon",Seestrasse 45,8702,Zollikon,Zürich,044 537 85 90,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Glaukom | Grüner Star, Katarakt | Grauer Star, Keratokonus | Hornhautkegel, Sehtest für den Führerschein, Strabismus | Schielen, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/zollikon/eba4o/augenarzt-zollikon
Augencenter Regensdorf,"Watterstrasse 41, 8105 Regensdorf",Watterstrasse 41,8105,Regensdorf,Zürich,044 840 66 12,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/regensdorf/ex23/augencenter-regensdorf
Augencenter Regensdorf Dr.med. Petra Luteijn,"Watterstrasse 41, 8105 Regensdorf",Watterstrasse 41,8105,Regensdorf,Zürich,044 840 66 12,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Glaukom | Grüner Star, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation, Kurzsichtigkeit | Myopie, Ophthalmo-Diabetologie, Pädiatrische Ophthalmologie, Strabismus | Schielen, Trockene Augen, Vorsorgeuntersuchung Diabetische Retinopathie",https://www.onedoc.ch/de/medizinische-praxis/regensdorf/ebbek/augencenter-regensdorf-dr-med-petra-luteijn
Augencenter Uitikon,"Leuengasse 3, 8142 Uitikon",Leuengasse 3,8142,Uitikon,Zürich,044 400 22 80,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Brille, Glaukom | Grüner Star, Katarakt | Grauer Star, Konjunktivitis | Bindehautentzündung, Kontaktlinsen, Sehstörung, Sehtest für den Führerschein, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/uitikon/ebakd/augencenter-uitikon
Augenpraxis am Stadelhofen - Dr. med. Püschel Caecilia,"Gottfried Keller-Strasse 5, 8001 Zürich",Gottfried Keller-Strasse 5,8001,Zürich,Zürich,044 251 11 88,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewlk/augenpraxis-am-stadelhofen-dr-med-puschel-caecilia
Augenpraxis Dielsdorf,"Breitestrasse 11, 8157 Dielsdorf",Breitestrasse 11,8157,Dielsdorf,Zürich,044 854 64 55,"Augenchirurgie, Augenheilkunde, Ästhetische Medizin, Blepharoplastik | Augenlidchirurgie, Injektion von Botulinumtoxin | Botox, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation",https://www.onedoc.ch/de/medizinische-praxis/dielsdorf/e8sg/augenpraxis-dielsdorf
Augenpraxis Odeon,"Limmatquai 2, 8001 Zürich",Limmatquai 2,8001,Zürich,Zürich,044 521 44 55,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/e9hb/augenpraxis-odeon
Augenpraxis Spanweid Bülach,"Zürichstrasse 5, 8180 Bülach",Zürichstrasse 5,8180,Bülach,Zürich,044 872 90 50,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/bulach/epkn/augenpraxis-spanweid-bulach
Augenpraxis Untertor AG,"Untertor 4, 8400 Winterthur",Untertor 4,8400,Winterthur,Zürich,052 214 31 31,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Chirurgie der Presbyopie | Chirurgie der Alterssichtigkeit, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Glaukom | Grüner Star, Katarakt-Chirurgie | Grauer Star-Operation, Keratokonus | Hornhautkegel, Strabismus | Schielen, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/winterthur/ew5f/augenpraxis-untertor-ag
Augen Zürichberg,"Zürichbergstrasse 34, 8044 Zürich",Zürichbergstrasse 34,8044,Zürich,Zürich,044 262 55 50,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Glaukom | Grüner Star, Katarakt | Grauer Star, Pädiatrische Ophthalmologie, Trockene Augen, Vorsorgeuntersuchung Diabetische Retinopathie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ebag3/augen-zurichberg
AVA Gyn GmbH,"Unterrietstrasse 2A, 8152 Opfikon",Unterrietstrasse 2A,8152,Opfikon,Zürich,044 552 24 40,"Gynäkologie und Geburtshilfe, Brustkrebs | Mammakarzinom, Gebärmutterkrebs | Gebärmutterkarzinom, Harninkontinenz | Blasenschwäche, Kindergynäkologie | Jugendgynäkologie, Kinderwunsch | Fertilitätsbehandlung, Schwangerschaftsultraschall, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verhütung, Vorsorgeuntersuchung Brustkrebs, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/opfikon/e786/ava-gyn-gmbh
Balance Clinic,"Nüschelerstrasse 49, 8001 Zürich",Nüschelerstrasse 49,8001,Zürich,Zürich,044 577 63 50,"HNO (Hals-, Nasen-, Ohrenheilkunde), Neurologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ex2n/balance-clinic
BEAUTYCLINIC | LIPOCLINIC | VENENCLINIC - Zürich,"Badenerstrasse 29, 8004 Zürich",Badenerstrasse 29,8004,Zürich,Zürich,043 243 31 18,"Kosmetik, Venenheilkunde, Ästhetische Medizin, Anti-Falten-Behandlung, Ausmessen von Kompressionsstrümpfen, Behandlung von Narben, Behandlung von Pigmentflecken, Body Lift, Brustrekonstruktion, Durchblutungsstörung, Endermologie | LPG, Entfernung von Muttermalen | Naevus Exzision, Fettabsaugung | Liposuktion, Gefässspezialist, Gefässultraschall | Duplexsonographie | Gefässdoppler, Haarentfernung mit Lichtimpulsen, Hydrafaciale Behandlung, Hyperhidrose | Übermässiges Schwitzen, Infusionstherapie | Drip spa, Injektion von Botulinumtoxin | Botox, Injektion von Hyaluronsäure, Krampfadern | Besenreiser | Varikosis | Varikose, Kryolipolyse, Mastektomie | Brustentfernung, Microneedling, Peeling, Tattooentfernung, Thrombose | Tiefe Venenthrombose (TVT), Venenentzündung | Phlebitis, Venenstripping | Varizenstripping, Ästhetischer Laser",https://www.onedoc.ch/de/medizinische-praxis/zurich/eba5t/beautyclinic-lipoclinic-venenclinic-zurich
Bellevue Esthetics Zürich,"Theaterstrasse 14, 8001 Zürich",Theaterstrasse 14,8001,Zürich,Zürich,044 262 11 99,"Dermatologie und Venerologie, Ästhetische Medizin, Anti-Falten-Behandlung, Hyperhidrose | Übermässiges Schwitzen, Injektion von Botulinumtoxin | Botox, Injektion von plättchenreichem Plasma | PRP | Vampire Lift, Mesotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exu9/bellevue-esthetics-zurich
Bellevue Medical Center,"Rämistrasse 4, 8001 Zürich",Rämistrasse 4,8001,Zürich,Zürich,044 240 14 54,"Augenchirurgie, Augenheilkunde, Blepharoplastik | Augenlidchirurgie, Katarakt-Chirurgie | Grauer Star-Operation, Lasik | Augenlaserbehandlung",https://www.onedoc.ch/de/medizinische-praxis/zurich/e63h/bellevue-medical-center
"Biesgen Plastic Surgery, Dr. med. Thomas Biesgen","Beethovenstrasse 3, 8002 Zürich",Beethovenstrasse 3,8002,Zürich,Zürich,043 818 52 55,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ebbgm/biesgen-plastic-surgery-dr-med-thomas-biesgen
"Birchler Peter, FMH Psychiatrie und Psychotherapie","Limmattalstrasse 275, 8049 Zürich",Limmattalstrasse 275,8049,Zürich,Zürich,044 342 09 10,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/epko/birchler-peter-fmh-psychiatrie-und-psychotherapie
Bonamed - Familienpraxis Albisriederdörfli,"Albisriederstrasse 358, 8047 Zürich",Albisriederstrasse 358,8047,Zürich,Zürich,044 491 56 57,"Allgemeine Innere Medizin, Blutentnahme | Blutprobe, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/zurich/ebbg0/bonamed-familienpraxis-albisriederdorfli
Bonamed - Familienpraxis Albisriederdörfli Kinder- und Jugendmedizin,"Wydlerweg 21, 8047 Zürich",Wydlerweg 21,8047,Zürich,Zürich,044 491 56 57,"Pädiatrie, Audiogramm, Aufmerksamkeitsdefizit | Hyperaktivitätsstörung | ADHS, Entwicklungsbegleitung, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Schuluntersuch | Schuleingangsuntersuch, Spirometrie | Lungenfunktionstest | Lungenfunktionsprüfung | Lufu, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",https://www.onedoc.ch/de/medizinische-praxis/zurich/ebbqs/bonamed-familienpraxis-albisriederdorfli-kinder-und-jugendmedizin
Bonamed - Hausarztpraxis am Sonnenberg,"Alte Hedingerstrasse 15, 8910 Affoltern am Albis",Alte Hedingerstrasse 15,8910,Affoltern am Albis,Zürich,044 761 63 34,"Hausarztmedizin (Allgemeinmedizin), Sportmedizin, Impfberatung, Präoperative Untersuchung, Schuluntersuch | Schuleingangsuntersuch, Tauglichkeitsuntersuchung für das Sporttauchen, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/affoltern-am-albis/e9v0/bonamed-hausarztpraxis-am-sonnenberg
