name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung
Arztpraxis Eva Kruschitz,"Römertorstrasse 1, 8404 Winterthur",Römertorstrasse 1,8404,Winterthur,Zürich,052 213 60 60,"Gynäkologie und Geburtshilfe, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verhütung, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich",https://www.onedoc.ch/de/medizinische-praxis/winterthur/ew9n/arztpraxis-eva-kruschitz,,0
Arztpraxis Illnau-Effretikon - Dr. Reyna GmbH,"Schlimpergstrasse 2, 8307 Effretikon",Schlimpergstrasse 2,8307,Effretikon,Zürich,052 343 55 44,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/effretikon/e0tj/arztpraxis-illnau-effretikon-dr-reyna-gmbh,https://www.arztpraxis-ilef.ch/,1
Arztpraxis Ova-Areal AG,"Obstgartenstrasse 1, 8910 Affoltern am Albis",Obstgartenstrasse 1,8910,Affoltern am Albis,Zürich,044 762 61 61,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/affoltern-am-albis/exr2/arztpraxis-ova-areal-ag,,0
Arztpraxis Sternen,"Schaffhauserstrasse 345, 8050 Zürich",Schaffhauserstrasse 345,8050,Zürich,Zürich,044 313 94 88,"Akupunktur, Manuelle Medizin, Rheumatologie, Schmerztherapie, Traditionelle Chinesische Medizin (TCM)",https://www.onedoc.ch/de/medizinische-praxis/zurich/e6o6/arztpraxis-sternen,https://www.praxis-sternen.ch/,0
Arztpraxis Tilch,"Albisstrasse 26, 8038 Zürich",Albisstrasse 26,8038,Zürich,Zürich,043 399 70 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewt5/arztpraxis-tilch,http://www.arztpraxis-tilch.com/,0
Arztpraxis Volketswil,"Im Zentrum 18, 8604 Volketswil",Im Zentrum 18,8604,Volketswil,Zürich,043 549 54 44,"Allgemeine Innere Medizin, Reiseberatung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/volketswil/e7r7/arztpraxis-volketswil,https://www.arztpraxis-volketswil.ch/,0
Augenärzte Egg Dr. med. Anastasija Lapkovska,"Gewerbestrasse 12a, 8132 Egg ZH",Gewerbestrasse 12a,8132,Egg ZH,Zürich,044 244 81 45,"Augenheilkunde, Augencheck | Untersuchung der Sehkraft | Visustest, Glaukom | Grüner Star, Katarakt | Grauer Star, Pädiatrische Ophthalmologie",https://www.onedoc.ch/de/medizinische-praxis/egg/eba0f/augenarzte-egg-dr-med-anastasija-lapkovska,https://www.onedoc.ch/de/augenarztin/egg/pcszb/dr-med-anastasija-lapkovska,0
Augenarztpraxis,"Florastrasse 17, 8008 Zürich",Florastrasse 17,8008,Zürich,Zürich,044 552 91 91,"Augenheilkunde, Orthoptik, Pädiatrische Ophthalmologie, Pädiatrische Orthoptik, Strabismus | Schielen",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewnq/augenarztpraxis,https://www.augenaerzte-zuerich.ch/,0
Augenarztpraxis Aug&Lid,"Technikumstrasse 61, 8400 Winterthur",Technikumstrasse 61,8400,Winterthur,Zürich,052 551 88 81,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Blepharoplastik | Augenlidchirurgie, Glaukom | Grüner Star, Katarakt | Grauer Star, Okuloplastik, Orthoptikuntersuchung, Pädiatrische Ophthalmologie, Vorsorgeuntersuchung Diabetische Retinopathie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/ebbq2/augenarztpraxis-aug-lid,https://www.augundlid.ch/,0
Augenarztpraxis Bassersdorf,"Klotenerstrasse 20, 8303 Bassersdorf",Klotenerstrasse 20,8303,Bassersdorf,Zürich,044 542 67 52,"Augenheilkunde, Brille, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star, Keratokonus | Hornhautkegel, Pädiatrische Ophthalmologie, Sehtest für den Führerschein",https://www.onedoc.ch/de/medizinische-praxis/bassersdorf/e7w7/augenarztpraxis-bassersdorf,https://augenarzt-bassersdorf.ch/,0
Augenarztpraxis Dr. Ansari - WINTERTHUR,"Unterer Graben 35, 8400 Winterthur",Unterer Graben 35,8400,Winterthur,Zürich,052 566 77 20,"Augenchirurgie, Augenheilkunde, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star",https://www.onedoc.ch/de/medizinische-praxis/winterthur/e8k5/augenarztpraxis-dr-ansari-winterthur,https://www.augenarzt-ansari.ch/,0
Augenarztpraxis Dr. med. Dishy Avraham,"Albisstrasse 40, 8038 Zürich",Albisstrasse 40,8038,Zürich,Zürich,044 488 11 90,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/emir/augenarztpraxis-dr-med-dishy-avraham,https://augenarzt-dishy.ch/,1
"Augenarztpraxis, Dr. med. Kristin Weisshuhn","Schauenbergstrasse 11, 8046 Zürich",Schauenbergstrasse 11,8046,Zürich,Zürich,044 377 70 90,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Astigmatismus, Brille, Glaukom | Grüner Star, Hyperopie | Weitsichtigkeit, Katarakt | Grauer Star, Kurzsichtigkeit | Myopie, Sehtest für den Führerschein",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewwj/augenarztpraxis-dr-med-kristin-weisshuhn,https://www.augenarzt-zuerichaffoltern.ch/,0
Augenarztpraxis Dr. Terzi,"Waaggasse 5, 8001 Zürich",Waaggasse 5,8001,Zürich,Zürich,043 888 62 50,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewty/augenarztpraxis-dr-terzi,https://www.drterzi.ch/,0
Augenarztpraxis Horgen,"Zugerstrasse 30, 8810 Horgen",Zugerstrasse 30,8810,Horgen,Zürich,044 725 22 29,"Augenheilkunde, Augencheck | Untersuchung der Sehkraft | Visustest, Glaukom | Grüner Star, Katarakt | Grauer Star, Pädiatrische Ophthalmologie",https://www.onedoc.ch/de/medizinische-praxis/horgen/exl0/augenarztpraxis-horgen,https://augenarzthorgen.ch/,0
Augenarztpraxis Kilchberg,"Weinbergstrasse 2, 8802 Kilchberg",Weinbergstrasse 2,8802,Kilchberg,Zürich,044 599 73 36,"Augenheilkunde, Brille, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star, Keratokonus | Hornhautkegel, Pädiatrische Ophthalmologie, Sehtest für den Führerschein",https://www.onedoc.ch/de/medizinische-praxis/kilchberg/e60w/augenarztpraxis-kilchberg,https://augenarzt-kilchberg.ch/,0
Augenarztpraxis Thalwil,"Gotthardstrasse 36, 8800 Thalwil",Gotthardstrasse 36,8800,Thalwil,Zürich,044 720 28 68,"Augenheilkunde, Orthoptik, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Gesichtsfeld, Katarakt | Grauer Star, Pädiatrische Ophthalmologie, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/thalwil/ex2g/augenarztpraxis-thalwil,https://augenarzt-praxis-thalwil.ch/,0
Augenarzt Zollikon,"Seestrasse 45, 8702 Zollikon",Seestrasse 45,8702,Zollikon,Zürich,044 537 85 90,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Glaukom | Grüner Star, Katarakt | Grauer Star, Keratokonus | Hornhautkegel, Sehtest für den Führerschein, Strabismus | Schielen, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/zollikon/eba4o/augenarzt-zollikon,https://augenarzt-zollikon.ch/,0
Augencenter Regensdorf,"Watterstrasse 41, 8105 Regensdorf",Watterstrasse 41,8105,Regensdorf,Zürich,044 840 66 12,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/regensdorf/ex23/augencenter-regensdorf,https://augencenter-regensdorf.ch/,0
Augencenter Regensdorf Dr.med. Petra Luteijn,"Watterstrasse 41, 8105 Regensdorf",Watterstrasse 41,8105,Regensdorf,Zürich,044 840 66 12,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Glaukom | Grüner Star, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation, Kurzsichtigkeit | Myopie, Ophthalmo-Diabetologie, Pädiatrische Ophthalmologie, Strabismus | Schielen, Trockene Augen, Vorsorgeuntersuchung Diabetische Retinopathie",https://www.onedoc.ch/de/medizinische-praxis/regensdorf/ebbek/augencenter-regensdorf-dr-med-petra-luteijn,https://augencenter-regensdorf.ch/,0
Augencenter Uitikon,"Leuengasse 3, 8142 Uitikon",Leuengasse 3,8142,Uitikon,Zürich,044 400 22 80,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Brille, Glaukom | Grüner Star, Katarakt | Grauer Star, Konjunktivitis | Bindehautentzündung, Kontaktlinsen, Sehstörung, Sehtest für den Führerschein, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/uitikon/ebakd/augencenter-uitikon,https://www.augencenter-uitikon.ch/,0
Augenpraxis am Stadelhofen - Dr. med. Püschel Caecilia,"Gottfried Keller-Strasse 5, 8001 Zürich",Gottfried Keller-Strasse 5,8001,Zürich,Zürich,044 251 11 88,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewlk/augenpraxis-am-stadelhofen-dr-med-puschel-caecilia,https://augenpraxis-am-stadelhofen.ch/,1
Augenpraxis Dielsdorf,"Breitestrasse 11, 8157 Dielsdorf",Breitestrasse 11,8157,Dielsdorf,Zürich,044 854 64 55,"Augenchirurgie, Augenheilkunde, Ästhetische Medizin, Blepharoplastik | Augenlidchirurgie, Injektion von Botulinumtoxin | Botox, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation",https://www.onedoc.ch/de/medizinische-praxis/dielsdorf/e8sg/augenpraxis-dielsdorf,https://www.gzdielsdorf.ch/unsere-partner/unsere-partner/augeninstitut,1
Augenpraxis Odeon,"Limmatquai 2, 8001 Zürich",Limmatquai 2,8001,Zürich,Zürich,044 521 44 55,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/e9hb/augenpraxis-odeon,https://www.augenarztvergleich.ch/d/augenarztpraxen/augenpraxis-odeon-d:pOh7Sz7wm,0
Augenpraxis Spanweid Bülach,"Zürichstrasse 5, 8180 Bülach",Zürichstrasse 5,8180,Bülach,Zürich,044 872 90 50,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/bulach/epkn/augenpraxis-spanweid-bulach,http://www.augendoktor.ch/,0
Augenpraxis Untertor AG,"Untertor 4, 8400 Winterthur",Untertor 4,8400,Winterthur,Zürich,052 214 31 31,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Chirurgie der Presbyopie | Chirurgie der Alterssichtigkeit, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Glaukom | Grüner Star, Katarakt-Chirurgie | Grauer Star-Operation, Keratokonus | Hornhautkegel, Strabismus | Schielen, Trockene Augen",https://www.onedoc.ch/de/medizinische-praxis/winterthur/ew5f/augenpraxis-untertor-ag,,0
Augen Zürichberg,"Zürichbergstrasse 34, 8044 Zürich",Zürichbergstrasse 34,8044,Zürich,Zürich,044 262 55 50,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Glaukom | Grüner Star, Katarakt | Grauer Star, Pädiatrische Ophthalmologie, Trockene Augen, Vorsorgeuntersuchung Diabetische Retinopathie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ebag3/augen-zurichberg,https://augenzuerich.ch/,0
AVA Gyn GmbH,"Unterrietstrasse 2A, 8152 Opfikon",Unterrietstrasse 2A,8152,Opfikon,Zürich,044 552 24 40,"Gynäkologie und Geburtshilfe, Brustkrebs | Mammakarzinom, Gebärmutterkrebs | Gebärmutterkarzinom, Harninkontinenz | Blasenschwäche, Kindergynäkologie | Jugendgynäkologie, Kinderwunsch | Fertilitätsbehandlung, Schwangerschaftsultraschall, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verhütung, Vorsorgeuntersuchung Brustkrebs, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/opfikon/e786/ava-gyn-gmbh,https://www.avagyn.ch/,0
Balance Clinic,"Nüschelerstrasse 49, 8001 Zürich",Nüschelerstrasse 49,8001,Zürich,Zürich,044 577 63 50,"HNO (Hals-, Nasen-, Ohrenheilkunde), Neurologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ex2n/balance-clinic,https://www.balanceclinic.ch/,0
BEAUTYCLINIC | LIPOCLINIC | VENENCLINIC - Zürich,"Badenerstrasse 29, 8004 Zürich",Badenerstrasse 29,8004,Zürich,Zürich,043 243 31 18,"Kosmetik, Venenheilkunde, Ästhetische Medizin, Anti-Falten-Behandlung, Ausmessen von Kompressionsstrümpfen, Behandlung von Narben, Behandlung von Pigmentflecken, Body Lift, Brustrekonstruktion, Durchblutungsstörung, Endermologie | LPG, Entfernung von Muttermalen | Naevus Exzision, Fettabsaugung | Liposuktion, Gefässspezialist, Gefässultraschall | Duplexsonographie | Gefässdoppler, Haarentfernung mit Lichtimpulsen, Hydrafaciale Behandlung, Hyperhidrose | Übermässiges Schwitzen, Infusionstherapie | Drip spa, Injektion von Botulinumtoxin | Botox, Injektion von Hyaluronsäure, Krampfadern | Besenreiser | Varikosis | Varikose, Kryolipolyse, Mastektomie | Brustentfernung, Microneedling, Peeling, Tattooentfernung, Thrombose | Tiefe Venenthrombose (TVT), Venenentzündung | Phlebitis, Venenstripping | Varizenstripping, Ästhetischer Laser",https://www.onedoc.ch/de/medizinische-praxis/zurich/eba5t/beautyclinic-lipoclinic-venenclinic-zurich,https://thebeautyclinic.com/,0
Bellevue Esthetics Zürich,"Theaterstrasse 14, 8001 Zürich",Theaterstrasse 14,8001,Zürich,Zürich,044 262 11 99,"Dermatologie und Venerologie, Ästhetische Medizin, Anti-Falten-Behandlung, Hyperhidrose | Übermässiges Schwitzen, Injektion von Botulinumtoxin | Botox, Injektion von plättchenreichem Plasma | PRP | Vampire Lift, Mesotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exu9/bellevue-esthetics-zurich,https://www.bellevue-esthetics.ch/,0
Bellevue Medical Center,"Rämistrasse 4, 8001 Zürich",Rämistrasse 4,8001,Zürich,Zürich,044 240 14 54,"Augenchirurgie, Augenheilkunde, Blepharoplastik | Augenlidchirurgie, Katarakt-Chirurgie | Grauer Star-Operation, Lasik | Augenlaserbehandlung",https://www.onedoc.ch/de/medizinische-praxis/zurich/e63h/bellevue-medical-center,https://www.bellevue-medicalcenter.com/,0
