name,address,street,postal_code,city,canton,phone_number,professions,url
Arud Zentrum für Suchtmedizin - Psychiatrie Sucht stationär,"Schützengasse 31, 8001 Zürich",Schützengasse 31,8001,Zürich,Zürich,058 360 50 00,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/ewtp/arud-zentrum-fur-suchtmedizin-psychiatrie-sucht-stationar
Arud Zentrum Horgen - Drogenberatung,"Seestrasse 185, 8810 Horgen",Seestrasse 185,8810,Horgen,Zürich,058 360 50 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/horgen/ew11/arud-zentrum-horgen-drogenberatung
Ärztezentrum Limmatfeld,"Ueberlandstrasse 26, 8953 Dietikon",Ueberlandstrasse 26,8953,Dietikon,Zürich,044 745 17 90,"Allgemeine Innere Medizin, Chirurgie, Rheumatologie",https://www.onedoc.ch/de/spital/dietikon/eyra/arztezentrum-limmatfeld
Ärztezentrum Walk in Limmatfeld,"Ueberlandstrasse 26, 8953 Dietikon",Ueberlandstrasse 26,8953,Dietikon,Zürich,044 745 17 50,Radiologie,https://www.onedoc.ch/de/spital/dietikon/eyrv/arztezentrum-walk-in-limmatfeld
Beratung für Jugendliche BSJ - Kinder Psychiatrie,"Trollstrasse 18, 8400 Winterthur",Trollstrasse 18,8400,Winterthur,Zürich,052 267 68 55,"Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/winterthur/exxb/beratung-fur-jugendliche-bsj-kinder-psychiatrie
Blutspendezentrum Spital Männedorf,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 23 45,Blutspende,https://www.onedoc.ch/de/spital/mannedorf/e4pp/blutspendezentrum-spital-mannedorf
Body Esthetic,"Seefeldstrasse 75 + 84, 8008 Zürich",Seefeldstrasse 75 + 84,8008,Zürich,Zürich,044 381 20 20,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/zurich/exb0/body-esthetic
C.G. Jung-Ambulatorium,"Arosastrasse 4, 8008 Zürich",Arosastrasse 4,8008,Zürich,Zürich,044 388 10 10,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/ewhv/c-g-jung-ambulatorium
C.G. Jung-Ambulatorium - Andere,"Arosastrasse 4, 8008 Zürich",Arosastrasse 4,8008,Zürich,Zürich,044 388 10 10,"Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/ewoi/c-g-jung-ambulatorium-andere
"Clienia, Kinder-u.Jugendpsych. - Kinder Psychiatrie","Neumarkt 4, 8400 Winterthur",Neumarkt 4,8400,Winterthur,Zürich,071 929 66 11,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/winterthur/e0hx/clienia-kinder-u-jugendpsych-kinder-psychiatrie
Clienia Littenheid Ambulatorium für Kinder- und Jugendpsychiatrie und -psychotherapie,"Neumarkt 4, 8400 Winterthur",Neumarkt 4,8400,Winterthur,Zürich,071 929 66 11,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/winterthur/evd7/clienia-littenheid-ambulatorium-fur-kinder-und-jugendpsychiatrie-und-psychotherapie
Clienia Schlössli,"Schlösslistrasse 8, 8618 Oetwil am See",Schlösslistrasse 8,8618,Oetwil am See,Zürich,044 929 81 11,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/oetwil-am-see/e0xz/clienia-schlossli
Clienia Schlössli - Innere Medizin,"Schlösslistrasse 8, 8618 Oetwil am See",Schlösslistrasse 8,8618,Oetwil am See,Zürich,044 929 81 11,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/oetwil-am-see/ewq4/clienia-schlossli-innere-medizin
Clienia Schlössli - Psych. Ambulatorium,"Schlösslistrasse 8, 8618 Oetwil am See",Schlösslistrasse 8,8618,Oetwil am See,Zürich,044 934 45 45,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/oetwil-am-see/ew2i/clienia-schlossli-psych-ambulatorium
Fachspital Sune-Egge,"Konradstrasse 62, 8005 Zürich",Konradstrasse 62,8005,Zürich,Zürich,044 444 20 90,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/exw2/fachspital-sune-egge
"FMH Chirurgie, Dr. Stefan Breitenstein","Neue Winterthurerstrasse 99, 8304 Wallisellen",Neue Winterthurerstrasse 99,8304,Wallisellen,Zürich,052 266 56 56,Chirurgie,https://www.onedoc.ch/de/spital/wallisellen/exv5/fmh-chirurgie-dr-stefan-breitenstein
"FMH Neurologie, Dr. Herbert Keller","Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 39 25,Neurologie,https://www.onedoc.ch/de/spital/zurich/excr/fmh-neurologie-dr-herbert-keller
Gerontopsychiatrisches Zentrum Hegibach,"Minervastrasse 145, 8032 Zürich",Minervastrasse 145,8032,Zürich,Zürich,044 389 14 11,"Medizinische Genetik, Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zurich/ezep/gerontopsychiatrisches-zentrum-hegibach
Gesundheitszentrum Dielsdorf - Chirurgie Allgemein,"Breitestrasse 11, 8157 Dielsdorf",Breitestrasse 11,8157,Dielsdorf,Zürich,044 854 64 44,Chirurgie,https://www.onedoc.ch/de/spital/dielsdorf/exjo/gesundheitszentrum-dielsdorf-chirurgie-allgemein
Gesundheitszentrum Dielsdorf - Innere Medizin,"Breitestrasse 11, 8157 Dielsdorf",Breitestrasse 11,8157,Dielsdorf,Zürich,044 854 61 11,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/dielsdorf/ewvj/gesundheitszentrum-dielsdorf-innere-medizin
GZO Spital Wetzikon,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, HNO (Hals-, Nasen-, Ohrenheilkunde), Kardiologie, Nuklearmedizin, Urologie",https://www.onedoc.ch/de/spital/wetzikon/ermc/gzo-spital-wetzikon
GZO Spital Wetzikon - Anästhesie Allgemein,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/wetzikon/ey4e/gzo-spital-wetzikon-anasthesie-allgemein
GZO Spital Wetzikon - Angiologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 269 80 28,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/spital/wetzikon/expo/gzo-spital-wetzikon-angiologie
GZO Spital Wetzikon - Chirurgie Allgemein,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,Chirurgie,https://www.onedoc.ch/de/spital/wetzikon/e0wh/gzo-spital-wetzikon-chirurgie-allgemein
GZO Spital Wetzikon - Chirurgie Hand,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,055 251 23 23,"Handchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/wetzikon/exy8/gzo-spital-wetzikon-chirurgie-hand
GZO Spital Wetzikon - Chirurgie Orthopädische,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 60 70,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/wetzikon/exga/gzo-spital-wetzikon-chirurgie-orthopadische
GZO Spital Wetzikon - Chirurgie Viszeral,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,Chirurgie,https://www.onedoc.ch/de/spital/wetzikon/ex0x/gzo-spital-wetzikon-chirurgie-viszeral
GZO Spital Wetzikon - Endokrinologie und Diabetologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/wetzikon/e0ry/gzo-spital-wetzikon-endokrinologie-und-diabetologie
GZO Spital Wetzikon - Gastroenterologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/wetzikon/e0zn/gzo-spital-wetzikon-gastroenterologie
GZO Spital Wetzikon - Gynäkologische Klinik,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/wetzikon/e0u3/gzo-spital-wetzikon-gynakologische-klinik
GZO Spital Wetzikon - Infektiologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/wetzikon/e007/gzo-spital-wetzikon-infektiologie
GZO Spital Wetzikon - Innere Medizin,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Intensivmedizin",https://www.onedoc.ch/de/spital/wetzikon/e0t5/gzo-spital-wetzikon-innere-medizin
GZO Spital Wetzikon - Kardiologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/wetzikon/e0y6/gzo-spital-wetzikon-kardiologie
GZO Spital Wetzikon - Kinderklinik,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 24 32,Pädiatrie,https://www.onedoc.ch/de/spital/wetzikon/exky/gzo-spital-wetzikon-kinderklinik
GZO Spital Wetzikon - Nephrologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/wetzikon/e03j/gzo-spital-wetzikon-nephrologie
GZO Spital Wetzikon - Neurologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 930 40 00,Neurologie,https://www.onedoc.ch/de/spital/wetzikon/exkb/gzo-spital-wetzikon-neurologie
GZO Spital Wetzikon - Notfallstation,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/wetzikon/e0za/gzo-spital-wetzikon-notfallstation
GZO Spital Wetzikon - Onkologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/wetzikon/e0x2/gzo-spital-wetzikon-onkologie
GZO Spital Wetzikon - Ophthalmologische Klinik,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,043 466 70 70,Augenheilkunde,https://www.onedoc.ch/de/spital/wetzikon/ew59/gzo-spital-wetzikon-ophthalmologische-klinik
GZO Spital Wetzikon - ORL Klinik,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,043 495 26 10,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/wetzikon/exhh/gzo-spital-wetzikon-orl-klinik
GZO Spital Wetzikon - Palliativmedizin,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,0844 001 144,Anästhesiologie,https://www.onedoc.ch/de/spital/wetzikon/eym5/gzo-spital-wetzikon-palliativmedizin
GZO Spital Wetzikon - Pneumologie,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/wetzikon/ez5s/gzo-spital-wetzikon-pneumologie
GZO Spital Wetzikon - Radiologische Klinik,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,Radiologie,https://www.onedoc.ch/de/spital/wetzikon/e0uz/gzo-spital-wetzikon-radiologische-klinik
GZO Spital Wetzikon - Rheumatologische Klinik,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 60 80,"Allgemeine Innere Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/wetzikon/exue/gzo-spital-wetzikon-rheumatologische-klinik
GZO Spital Wetzikon - Urologische Klinik,"Spitalstrasse 66, 8620 Wetzikon",Spitalstrasse 66,8620,Wetzikon,Zürich,044 934 11 11,Urologie,https://www.onedoc.ch/de/spital/wetzikon/ez5a/gzo-spital-wetzikon-urologische-klinik
Haus zur Pyramide,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 00,"Allgemeine Innere Medizin, Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/zurich/e00l/haus-zur-pyramide
Haus zur Pyramide - Chirurgie Allgemein,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,044 515 77 33,Chirurgie,https://www.onedoc.ch/de/spital/zurich/exi2/haus-zur-pyramide-chirurgie-allgemein
Haus zur Pyramide - Chirurgie Kiefer,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 72,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/spital/zurich/exv7/haus-zur-pyramide-chirurgie-kiefer
Haus zur Pyramide - Chirurgie Plastische,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 00,"Handchirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/zurich/ew0m/haus-zur-pyramide-chirurgie-plastische
Haus zur Pyramide - Phlebologie,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,044 253 74 44,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zurich/exdp/haus-zur-pyramide-phlebologie
"Horgen, Amb. Jugendpsychiatrie - Kinder Psychiatrie","Bahnhofstrasse 6, 8810 Horgen",Bahnhofstrasse 6,8810,Horgen,Zürich,044 578 60 50,"Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/horgen/exxc/horgen-amb-jugendpsychiatrie-kinder-psychiatrie
Integrierte Psychiatrie Winterthur ipw - Integrierte Suchthilfe - Heroin- und Methadonbehandlung,"Tösstalstrasse 53, 8400 Winterthur",Tösstalstrasse 53,8400,Winterthur,Zürich,052 267 59 59,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/winterthur/ewgi/integrierte-psychiatrie-winterthur-ipw-integrierte-suchthilfe-heroin-und-methadonbehandlung
Integrierte Psychiatrie Winterthur ipw - Integrierte Suchthilfe Winterthur ISW,"Tösstalstrasse 19, 8400 Winterthur",Tösstalstrasse 19,8400,Winterthur,Zürich,052 267 59 59,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/winterthur/ewog/integrierte-psychiatrie-winterthur-ipw-integrierte-suchthilfe-winterthur-isw
Kantonsspital Winterthur,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, HNO (Hals-, Nasen-, Ohrenheilkunde), Hämatologie, Kardiologie, Medizinische Onkologie, Radiologie",https://www.onedoc.ch/de/spital/winterthur/e0uv/kantonsspital-winterthur
Kantonsspital Winterthur - Anästhesie Allgemein,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Angiologie, Anästhesiologie, Augenheilkunde, Chirurgie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/winterthur/erml/kantonsspital-winterthur-anasthesie-allgemein
Kantonsspital Winterthur - Angiologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/spital/winterthur/e0xy/kantonsspital-winterthur-angiologie
Kantonsspital Winterthur - Chirurgie Allgemein,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Chirurgie, Gefässchirurgie",https://www.onedoc.ch/de/spital/winterthur/e0wf/kantonsspital-winterthur-chirurgie-allgemein
Kantonsspital Winterthur - Chirurgie Kiefer,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 209 07 07,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/spital/winterthur/exfg/kantonsspital-winterthur-chirurgie-kiefer
Kantonsspital Winterthur - Chirurgie Neuro,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Neurochirurgie,https://www.onedoc.ch/de/spital/winterthur/e0y1/kantonsspital-winterthur-chirurgie-neuro
Kantonsspital Winterthur - Chirurgie Plastische,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Chirurgie, Handchirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/winterthur/ey4x/kantonsspital-winterthur-chirurgie-plastische
Kantonsspital Winterthur - Chirurgie Unfall,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/winterthur/e03k/kantonsspital-winterthur-chirurgie-unfall
Kantonsspital Winterthur - Chirurgie Viszeral,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Chirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/winterthur/e0ru/kantonsspital-winterthur-chirurgie-viszeral
Kantonsspital Winterthur - Dermatologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allergologie und Immunologie, Dermatologie und Venerologie",https://www.onedoc.ch/de/spital/winterthur/e0r3/kantonsspital-winterthur-dermatologische-klinik
Kantonsspital Winterthur - Dialysestation,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/winterthur/e0sh/kantonsspital-winterthur-dialysestation
Kantonsspital Winterthur - Endo/Diabetologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/winterthur/e0ve/kantonsspital-winterthur-endo-diabetologie
Kantonsspital Winterthur - Gastroenterologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Gastroenterologie, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/winterthur/e0s6/kantonsspital-winterthur-gastroenterologie
Kantonsspital Winterthur - Gefässchirurgie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Chirurgie, Gefässchirurgie",https://www.onedoc.ch/de/spital/winterthur/e0bi/kantonsspital-winterthur-gefasschirurgie
Kantonsspital Winterthur - Geriatrie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/winterthur/e0xg/kantonsspital-winterthur-geriatrie
Kantonsspital Winterthur - Gynäkologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/winterthur/eyqv/kantonsspital-winterthur-gynakologische-klinik
Kantonsspital Winterthur - Innere Medizin,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Gastroenterologie, Hausarztmedizin (Allgemeinmedizin), Infektiologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/winterthur/e0rs/kantonsspital-winterthur-innere-medizin
Kantonsspital Winterthur - Intensiv,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/winterthur/e0xx/kantonsspital-winterthur-intensiv
Kantonsspital Winterthur - Kardiologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/winterthur/ezga/kantonsspital-winterthur-kardiologie
Kantonsspital Winterthur - Kinderklinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Infektiologie, Kinderchirurgie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/winterthur/ez86/kantonsspital-winterthur-kinderklinik
Kantonsspital Winterthur - Kinder Psychiatrie,"Albanistrasse 24, 8400 Winterthur",Albanistrasse 24,8400,Winterthur,Zürich,052 266 21 21,"Kinder- und Jugendpsychiatrie, Pädiatrie",https://www.onedoc.ch/de/spital/winterthur/ew8h/kantonsspital-winterthur-kinder-psychiatrie
Kantonsspital Winterthur - Klinik für Orthopädische Chirurgie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/winterthur/e0ub/kantonsspital-winterthur-klinik-fur-orthopadische-chirurgie
Kantonsspital Winterthur - Neonatologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Pädiatrie,https://www.onedoc.ch/de/spital/winterthur/e0vy/kantonsspital-winterthur-neonatologie
Kantonsspital Winterthur - Neurologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/winterthur/e0rn/kantonsspital-winterthur-neurologie
Kantonsspital Winterthur - Nuklearmedizin,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/winterthur/exc9/kantonsspital-winterthur-nuklearmedizin
Kantonsspital Winterthur - Onkologie,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/winterthur/e0r9/kantonsspital-winterthur-onkologie
Kantonsspital Winterthur - Ophthalmologische Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Augenheilkunde,https://www.onedoc.ch/de/spital/winterthur/ey4h/kantonsspital-winterthur-ophthalmologische-klinik
Kantonsspital Winterthur - ORL Klinik,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 213 55 33,,https://www.onedoc.ch/de/spital/winterthur/ewwf/kantonsspital-winterthur-orl-klinik
Kantonsspital Winterthur - Palliativmedizin,"Brauerstrasse 15, 8400 Winterthur",Brauerstrasse 15,8400,Winterthur,Zürich,052 266 21 21,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/winterthur/e0xr/kantonsspital-winterthur-palliativmedizin
