name,address,canton,url
Endoclinic Zürich,"Witellikerstrasse 40, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ett6/endoclinic-zurich
Fachärztezentrum Glatt,"Neue Winterthurerstrasse 99, 8304 Wallisellen",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/wallisellen/erna/facharztezentrum-glatt
Fachärztezentrum Prisma,"Trichtenhauser Strasse 12, 8125 Zollikerberg",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zollikerberg/ewye/facharztezentrum-prisma
Fachgruppe Trans,"Stolzestrasse 3, 8006 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/e02a/fachgruppe-trans
Flor Gesundheitszentrum Uster,"Loren-Allee 20, 8610 Uster",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/uster/ewiq/flor-gesundheitszentrum-uster
Flor Gesundheitszentrum Volketswil,"Hofwiesenstrasse 4b, 8604 Volketswil",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/volketswil/ewhk/flor-gesundheitszentrum-volketswil
Frauengesundheitszentrum,"Rämistrasse 35, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewpw/frauengesundheitszentrum
Frauenpraxis Winterthur,"Lindstrasse 15, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/ewl5/frauenpraxis-winterthur
Gemeinschaftspraxis Rümlang,"Glattalstrasse 204, 8153 Rümlang",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/rumlang/ewvp/gemeinschaftspraxis-rumlang
Gruppenpraxis Fällanden,"Unterdorfstrasse 3, 8117 Fällanden",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/fallanden/ewlg/gruppenpraxis-fallanden
Gruppenpraxis Grossmünsterplatz 8,"Grossmünsterplatz 8, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eugl/gruppenpraxis-grossmunsterplatz-8
Gruppenpraxis Im Fleudebüel 10,"Im Fleudebüel 10, 8460 Marthalen",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/marthalen/ewgz/gruppenpraxis-im-fleudebuel-10
Hausarztpraxis Volketswil - Huzlenstrasse 3,"Huzlenstrasse 3, 8604 Volketswil",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/volketswil/ewxz/hausarztpraxis-volketswil-huzlenstrasse-3
HautZentrum Zürich,"Schaffhauserstrasse 355, 8050 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewlh/hautzentrum-zurich
Heart Clinic Zurich,"Witellikerstrasse 40, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eq7f/heart-clinic-zurich
House of Skin & Laser Medicine,"Bürglistrasse 11, 8002 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewgv/house-of-skin-laser-medicine
IZZ-ImmunologieZentrum Zürich,"Walchestrasse 11, 8006 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewg3/izz-immunologiezentrum-zurich
Kinderarztpraxis Pfäffikon,"Wallikerstrasse 10, 8330 Pfäffikon ZH",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/pfaffikon/ewnw/kinderarztpraxis-pfaffikon
Kopfwehzentrum Hirslanden,"Forchstrasse 424, 8702 Zollikon",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zollikon/ewo3/kopfwehzentrum-hirslanden
Limmat Augenzentrum,"Hardturmstrasse 133, 8005 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewji/limmat-augenzentrum
Medbase Eglisau,"Obergass 1, 8193 Eglisau",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/eglisau/erha/medbase-eglisau
Medbase Greifensee,"Grossriet 1, 8604 Greifensee",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/greifensee/e1i2/medbase-greifensee
Medbase Hinwil,"Bahnhofstrasse 10, 8340 Hinwil",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/hinwil/eq2a/medbase-hinwil
Medbase Kloten,"Bachstrasse 9B, 8302 Kloten",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/kloten/ewig/medbase-kloten
Medbase Uster,"Oberlandstrasse 104, 8610 Uster",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/uster/ewy8/medbase-uster
Medbase Wetzikon,"Bahnhofstrasse 99g, 8620 Wetzikon",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/wetzikon/ewgf/medbase-wetzikon
Medbase Winterthur Brunngasse,"Brunngasse 6, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/evgc/medbase-winterthur-brunngasse
Medbase Winterthur Neuwiesen,"Gertrudstrasse 1, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/ewis/medbase-winterthur-neuwiesen
Medbase Winterthur Schaffhauserstrasse,"Schaffhauserstrasse 6, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/e1yn/medbase-winterthur-schaffhauserstrasse
Medbase Winterthur WIN4,"Grüzefeldstrasse 32, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/ewsw/medbase-winterthur-win4
Medbase Zürich Löwenstrasse,"Löwenstrasse 29, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewn6/medbase-zurich-lowenstrasse
Medbase Zürich Oerlikon,"Andreasstrasse 5, 8050 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewge/medbase-zurich-oerlikon
Medbase Zürich Permanence Hauptbahnhof,"Bahnhofplatz 15, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewgw/medbase-zurich-permanence-hauptbahnhof
Medbase Zürich Wiedikon,"Seebahnstrasse 89, 8003 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eqy5/medbase-zurich-wiedikon
Medipark Swiss - Medipark Gesundheitszentrum,"Thurgauerstrasse 40, 8050 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/erg9/medipark-swiss-medipark-gesundheitszentrum
MEDISYN CityLab Winterthur - Einkaufszentrum Neuwiesen,"Strickerstrasse 3, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/e2lg/medisyn-citylab-winterthur-einkaufszentrum-neuwiesen
mediX Gruppenpraxis,"Rotbuchstrasse 46, 8037 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewqu/medix-gruppenpraxis
mediX notfallpraxis,"Badenerstrasse 41, 8004 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eq2b/medix-notfallpraxis
mediX praxis altstetten,"Hohlstrasse 556, 8048 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewqo/medix-praxis-altstetten
Medizinisches Zentrum,"Löwenstrasse 12, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewtn/medizinisches-zentrum
Medizinisches Zentrum Chrummbächli,"Chrummbächliweg 2, 8805 Richterswil",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/richterswil/ewhy/medizinisches-zentrum-chrummbachli
Medizinisches Zentrum Geissberg,"Haldenstrasse 64, 8302 Kloten",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/kloten/ewkd/medizinisches-zentrum-geissberg
Medizinisches Zentrum Römerhof GmbH,"Klosbachstrasse 116, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/emh6/medizinisches-zentrum-romerhof-gmbh
Medizinisches Zentrum Seegarten,"Seestrasse 155, 8802 Kilchberg",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/kilchberg/exsw/medizinisches-zentrum-seegarten
medVadis - Ärztezentrum Birmensdorf,"Dorfstrasse 5, 8903 Birmensdorf",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/birmensdorf/ewj8/medvadis-arztezentrum-birmensdorf
medVadis - Ärztezentrum Engstringen,"Im Zentrum 1, 8102 Oberengstringen",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/oberengstringen/ewp4/medvadis-arztezentrum-engstringen
medVadis - Ärztezentrum Urdorf,"Birmensdorferstrasse 87, 8902 Urdorf",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/urdorf/ewko/medvadis-arztezentrum-urdorf
MeinArzt Leimbach,"Leimbachstrasse 231, 8041 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/e02f/meinarzt-leimbach
Monvia Gesundheitszentrum Wallisellen,"Bahnhofplatz 1b, 8304 Wallisellen",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/wallisellen/ewta/monvia-gesundheitszentrum-wallisellen
Monvia Gesundheitszentrum Winterthur,"Bahnhofplatz 12, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/ewut/monvia-gesundheitszentrum-winterthur
Neurozentrum Bellevue,"Theaterstrasse 8, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/erll/neurozentrum-bellevue
OnkoZentrum Hirslanden,"Witellikerstrasse 40, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/er4h/onkozentrum-hirslanden
OnkoZentrum Zürich Standort Zürich-Enge,"Seestrasse 259, 8038 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewk3/onkozentrum-zurich-standort-zurich-enge
ORL-Zentrum,"Witellikerstrasse 40, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewst/orl-zentrum
Orthopädie Zentrum Zürich Dr. Christian Diezi,"Seestrasse 259, 8038 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/exfn/orthopadie-zentrum-zurich-dr-christian-diezi
Osteopathie Klinik Impuls,"Bahnhofstrasse 137, 8620 Wetzikon",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/wetzikon/e1i6/osteopathie-klinik-impuls
Permanence Marktplatz Oerlikon,"Querstrasse 15, 8050 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eq2m/permanence-marktplatz-oerlikon
"Pinmed AG - Zentrum für Allgemeinmedizin, Chirurgie, Gefässmedizin & Vasektomie","Bahnhofstrasse 15a, 8304 Wallisellen",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/wallisellen/e2vz/pinmed-ag-zentrum-fur-allgemeinmedizin-chirurgie-gefassmedizin-vasektomie
PLAZA Kliniken,"Oberlandstrasse 100, 8610 Uster",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/uster/ewk6/plaza-kliniken
Praxis am Bahnhof,"Dorfstrasse 43, 8630 Rüti ZH",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/ruti/eueb/praxis-am-bahnhof
Praxis Bullingerplatz,"Stauffacherstrasse 234, 8004 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewnb/praxis-bullingerplatz
Praxis Chreis4-Psychiatrie und Psychotherapie,"Sihlhallenstrasse 30, 8004 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewzz/praxis-chreis4-psychiatrie-und-psychotherapie
Praxis Dr. med. Daniel Goessi,"Schickstrasse 11, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/ex01/praxis-dr-med-daniel-goessi
Praxis Dr. med. Rapp Solveig,"Poststrasse 6, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewz9/praxis-dr-med-rapp-solveig
Praxisgemeinschaft Altstetten,"Eugen Huber-Strasse 16, 8048 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewhc/praxisgemeinschaft-altstetten
Praxisgemeinschaft am Meierhof,"Limmattalstrasse 177, 8049 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eprc/praxisgemeinschaft-am-meierhof
Praxis med-in,"Bertastrasse 99, 8003 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewsy/praxis-med-in
Praxis Rebhalden,"Gerlisbergstrasse 3, 8303 Bassersdorf",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/bassersdorf/et1k/praxis-rebhalden
Praxiszentrum Möwe,"Kirchgasse 4, 8620 Wetzikon",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/wetzikon/ewf3/praxiszentrum-mowe
Psychcentral am Central,"Weinbergstrasse 26, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewg2/psychcentral-am-central
Rautipraxis,"Rautistrasse 55, 8047 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewhr/rautipraxis
Rhypraxis,"Schützenstrasse 29, 8245 Feuerthalen",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/feuerthalen/ewkc/rhypraxis
Rosengarten Praxis,"Bahnhofstrasse 231, 8623 Wetzikon",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/wetzikon/ewrr/rosengarten-praxis
sihldoc4kids,"Giesshübelstrasse 15, 8045 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/et5p/sihldoc4kids
Smoothline,"Bahnhofstrasse 84, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewmz/smoothline
SOS Aerzte Turicum,"Weinbergstrasse 68, 8006 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/e1cw/sos-aerzte-turicum
SportClinic Zurich Hirslanden,"Witellikerstrasse 40, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewza/sportclinic-zurich-hirslanden
SportClinic Zurich Seebahnstrasse,"Seebahnstrasse 89, 8003 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/e8rl/sportclinic-zurich-seebahnstrasse
SportClinic Zurich Sihlcity,"Giesshübelstrasse 15, 8045 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewp5/sportclinic-zurich-sihlcity
Stroke Center Hirslanden,"Witellikerstrasse 40, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ew43/stroke-center-hirslanden
Swiss Augenzentrum - Dr. Schramm und Partner,"Schaffhauserstrasse 347, 8050 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewjs/swiss-augenzentrum-dr-schramm-und-partner
Swiss Medi Kids Winterthur,"Archplatz 2, 3. Etage, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/etzn/swiss-medi-kids-winterthur
Swiss Medi Kids Winterthur,"Archplatz 2, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/e4x7/swiss-medi-kids-winterthur
Swiss Medi Kids Zürich,"Bahnhofplatz 9, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/e2mp/swiss-medi-kids-zurich
Swiss Medi Kids Zürich,"Bahnhofplatz 9, 4. Etage, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/etzm/swiss-medi-kids-zurich
Swiss Neuro Institute Neurochirurgie,"Witellikerstrasse 40, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eq4y/swiss-neuro-institute-neurochirurgie
Talacker Augen Zentrum Zürich,"Pelikanstrasse 18, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/esdw/talacker-augen-zentrum-zurich
Uroviva Praxis Bulach,"Zürichstrasse 5, 8180 Bülach",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/bulach/ewl6/uroviva-praxis-bulach
Vista Augenklinik Zürich,"Sihlstrasse 37, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ergd/vista-augenklinik-zurich
VIVA Hausärzte,"Zürichstrasse 5 , 8180 Bülach",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/bulach/e00w/viva-hausarzte
Winti Vision,"Stadthausstrasse 71, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/ewzs/winti-vision
Wirbelsäulen- und Schmerz-Clinic Zürich Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ermb/wirbelsaulen-und-schmerz-clinic-zurich-klinik-hirslanden
wollimed ag,"Tannenrauchstrasse 88/90, 8038 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/etxx/wollimed-ag
ZADZ Zentrum für Angst- und Depressionsbehandlung Zürich,"Riesbachstrasse 61, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewqy/zadz-zentrum-fur-angst-und-depressionsbehandlung-zurich
Zentrum für Integrative Onkologie (ZIO) - Paracelsus-Spital Richterswil,"Bergstrasse 16, 8805 Richterswil",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/richterswil/exdj/zentrum-fur-integrative-onkologie-zio-paracelsus-spital-richterswil
Zentrum für integrative Psychiatrie und,"Weinbergstrasse 29, 8006 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewk8/zentrum-fur-integrative-psychiatrie-und
Zentrum für Urologie Zürich - Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eq50/zentrum-fur-urologie-zurich-klinik-hirslanden
AESTHETICS CLINIC - Centre de Chirurgie Plastique & Médecine Esthétique,"Rue du Rhône 17, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep7l/aesthetics-clinic-centre-de-chirurgie-plastique-medecine-esthetique
Cabinet daccueil périnatal,"Route de Chêne 11, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebw8/cabinet-d-accueil-perinatal
Cabinet de groupe des Dr. de Senarclens,"Avenue Jacob-Daniel Maillard 11, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/ezp2/cabinet-de-groupe-des-dr-de-senarclens
Cabinet de groupe Dr. Brunelli / Dr. Fournet Irion,"Avenue de Champel 24, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezmk/cabinet-de-groupe-dr-brunelli-dr-fournet-irion
Cabinet de groupe Dr. Cantero Pérez / Dr. Miserez Zaugg,"Chemin de Beau-Soleil 22, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es6i/cabinet-de-groupe-dr-cantero-perez-dr-miserez-zaugg
Cabinet de groupe Dr. Mossaz / Dr. Ricou,"Chemin de Beau-Soleil 12, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etk8/cabinet-de-groupe-dr-mossaz-dr-ricou
Cabinet de groupe Dr. Munier / Dr. Weber,"Chemin de Beau-Soleil 22, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezqw/cabinet-de-groupe-dr-munier-dr-weber
