name,address,street,postal_code,city,canton,phone,professions,official_website,google_search_url,type,url,Zuweisung,Triggered_Keywords
Clienia Schlössli - Psychiatrische Klinik,"Schlösslistrasse 8, 8618 Oetwil am See",Schlösslistrasse 8,8618,Oetwil am See,Zürich,044 929 81 11,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Neurologie, Psychiatrie, Psychotherapie",https://www.clienia.ch/de/standorte/clienia-schloessli/,https://www.google.ch/search?q=Clienia+Schlössli+-+Psychiatrische+Klinik+Oetwil+am+See,Gruppenpraxis,https://www.onedoc.ch/de/klinik/oetwil-am-see/ewg1/clienia-schlossli-psychiatrische-klinik,1,zuweisung
"Ellikon an der Thur, Forel Klinik - Psychiatrie - Stationär","Islikonerstrasse 5, 8548 Ellikon an der Thur",Islikonerstrasse 5,8548,Ellikon an der Thur,Zürich,052 369 11 11,"Psychiatrie, Psychotherapie",https://www.forel-klinik.ch/kontakt/kontakt-ellikon/,"https://www.google.ch/search?q=Ellikon+an+der+Thur,+Forel+Klinik+-+Psychiatrie+-+Stationär+Ellikon+an+der+Thur",Gruppenpraxis,https://www.onedoc.ch/de/klinik/ellikon-an-der-thur/e0uo/ellikon-an-der-thur-forel-klinik-psychiatrie-stationar,1,"zuweisung, zuweiser"
Forel Klinik Ambulatorium - Psychiatrische Klinik,"Tödistrasse 46, 8002 Zürich",Tödistrasse 46,8002,Zürich,Zürich,044 266 90 20,"Psychiatrie, Psychotherapie",https://www.forel-klinik.ch/kontakt/kontakt-ambulatorium/,https://www.google.ch/search?q=Forel+Klinik+Ambulatorium+-+Psychiatrische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewjc/forel-klinik-ambulatorium-psychiatrische-klinik,1,"zuweisung, zuweiser"
Eulach Klinik,"Brunngasse 6, 8400 Winterthur",Brunngasse 6,8400,Winterthur,Zürich,052 224 48 48,"Anästhesiologie, Gynäkologie und Geburtshilfe, Intensivmedizin, Orthopädische Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie, Urologie",https://eulachklinik.ch/start/,https://www.google.ch/search?q=Eulach+Klinik+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/klinik/winterthur/euc8/eulach-klinik,1,für ärzte
Eulach Klinik - Ophthalmologische Klinik,"Brunngasse 6, 8400 Winterthur",Brunngasse 6,8400,Winterthur,Zürich,052 214 31 31,Unknown,https://eulachklinik.ch/start/,https://www.google.ch/search?q=Eulach+Klinik+-+Ophthalmologische+Klinik+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/klinik/winterthur/ew5g/eulach-klinik-ophthalmologische-klinik,1,für ärzte
Beauty2Go Klinik - Dr. med. Gkaitatzi Maria,"Fraumünsterstrasse 11, 8001 Zürich",Fraumünsterstrasse 11,8001,Zürich,Zürich,044 440 34 34,Dermatologie und Venerologie,https://www.instagram.com/gkaitatzi_maria/,https://www.google.ch/search?q=Beauty2Go+Klinik+-+Dr.+med.+Gkaitatzi+Maria+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ew32/beauty2go-klinik-dr-med-gkaitatzi-maria,0,
"Dietikon, Ärztezentrum Limmatfeld - Radiologische Klinik","Ueberlandstrasse 26, 8953 Dietikon",Ueberlandstrasse 26,8953,Dietikon,Zürich,044 745 17 90,Radiologie,https://www.aerztezentrum-limmatfeld.ch/Angebot/Radiologie-Institut/index.html,"https://www.google.ch/search?q=Dietikon,+Ärztezentrum+Limmatfeld+-+Radiologische+Klinik+Dietikon",Gruppenpraxis,https://www.onedoc.ch/de/klinik/dietikon/eyru/dietikon-arztezentrum-limmatfeld-radiologische-klinik,1,zuweiser
"Ambulatorium, Klinik Hohenegg - Psych. Ambulatorium","Sonneggstrasse 45, 8006 Zürich",Sonneggstrasse 45,8006,Zürich,Zürich,044 925 19 80,"Psychiatrie, Psychotherapie",https://www.hohenegg.ch/zentrum-fuer-psychische-gesundheit/,"https://www.google.ch/search?q=Ambulatorium,+Klinik+Hohenegg+-+Psych.+Ambulatorium+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exgm/ambulatorium-klinik-hohenegg-psych-ambulatorium,1,"zuweisung, zuweiser"
Forel Klinik - Psychiatrie Sucht stationär,"Islikonerstrasse 5, 8548 Ellikon an der Thur",Islikonerstrasse 5,8548,Ellikon an der Thur,Zürich,052 369 11 11,"Psychiatrie, Psychotherapie",https://www.forel-klinik.ch/,https://www.google.ch/search?q=Forel+Klinik+-+Psychiatrie+Sucht+stationär+Ellikon+an+der+Thur,Gruppenpraxis,https://www.onedoc.ch/de/klinik/ellikon-an-der-thur/e0y0/forel-klinik-psychiatrie-sucht-stationar,1,zuweiser
"Dietikon, Ärztezentrum Limmatfeld - Urologische Klinik","Ueberlandstrasse 26, 8953 Dietikon",Ueberlandstrasse 26,8953,Dietikon,Zürich,044 745 17 50,Urologie,https://www.aerztezentrum-limmatfeld.ch/Angebot/Urologie/index.html,"https://www.google.ch/search?q=Dietikon,+Ärztezentrum+Limmatfeld+-+Urologische+Klinik+Dietikon",Gruppenpraxis,https://www.onedoc.ch/de/klinik/dietikon/eya9/dietikon-arztezentrum-limmatfeld-urologische-klinik,1,zuweiser
Forel Klinik Tagesklinik,"Sihlquai 255, 8005 Zürich",Sihlquai 255,8005,Zürich,Zürich,044 277 56 00,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://www.forel-klinik.ch/behandlungsangebot/tagesklinik/,https://www.google.ch/search?q=Forel+Klinik+Tagesklinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exdy/forel-klinik-tagesklinik,1,zuweiser
Frauen-Permanence Zürich - Gynäkologische Klinik,"Goethestrasse 24, 8001 Zürich",Goethestrasse 24,8001,Zürich,Zürich,044 397 28 97,Gynäkologie und Geburtshilfe,https://www.frauenpermanence.ch/,https://www.google.ch/search?q=Frauen-Permanence+Zürich+-+Gynäkologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewkh/frauen-permanence-zurich-gynakologische-klinik,0,
Haus zur Pyramide - Gynäkologische Klinik,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 60,Gynäkologie und Geburtshilfe,https://www.swissmedical.net/de/aerztezentren/medizinisches-zentrum-haus-zur-pyramide,https://www.google.ch/search?q=Haus+zur+Pyramide+-+Gynäkologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ew2v/haus-zur-pyramide-gynakologische-klinik,1,für ärzte
"Ellikon an der Thur, Forel Klinik - Psychiatrie - Entwöhnung","Islikonerstrasse 5, 8548 Ellikon an der Thur",Islikonerstrasse 5,8548,Ellikon an der Thur,Zürich,052 369 11 11,"Psychiatrie, Psychotherapie",https://www.forel-klinik.ch/,"https://www.google.ch/search?q=Ellikon+an+der+Thur,+Forel+Klinik+-+Psychiatrie+-+Entwöhnung+Ellikon+an+der+Thur",Gruppenpraxis,https://www.onedoc.ch/de/klinik/ellikon-an-der-thur/eww8/ellikon-an-der-thur-forel-klinik-psychiatrie-entwohnung,1,zuweiser
IREM - Institut f. Regen.Medizin - Psychiatrische Klinik,"Wagistrasse 12, 8952 Schlieren",Wagistrasse 12,8952,Schlieren,Zürich,044 556 32 80,"Hausarztmedizin (Allgemeinmedizin), Pharmazeutische Medizin, Psychiatrie, Psychotherapie",,https://www.google.ch/search?q=IREM+-+Institut+f.+Regen.Medizin+-+Psychiatrische+Klinik+Schlieren,Gruppenpraxis,https://www.onedoc.ch/de/klinik/schlieren/exi8/irem-institut-f-regen-medizin-psychiatrische-klinik,0,
Hirslanden Klinik im Park - Herzgefässmedizin,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Kardiologie",https://www.hirslanden.ch/de/klinik-im-park/fachgebiete/herz.html,https://www.google.ch/search?q=Hirslanden+Klinik+im+Park+-+Herzgefässmedizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ez1g/hirslanden-klinik-im-park-herzgefassmedizin,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Allgemeine Innere Medizin, Angiologie, Anästhesiologie, Augenheilkunde, Chirurgie, Gefässchirurgie, Gynäkologie und Geburtshilfe, HNO (Hals-, Nasen-, Ohrenheilkunde), Handchirurgie, Hausarztmedizin (Allgemeinmedizin), Herzchirurgie, Hämatologie, Infektiologie, Intensivmedizin, Kardiologie, Medizinische Onkologie, Mund-, Kiefer- und Gesichtschirurgie, Nephrologie, Neurochirurgie, Neurologie, Oralchirurgie, Orthopädische Chirurgie, Physikalische und Rehabilitative Medizin, Plastische, rekonstruktive und ästhetische Chirurgie, Pneumologie, Psychiatrie, Psychotherapie, Pädiatrie, Radio-Onkologie (Strahlentherapie), Radiologie, Rheumatologie, Urologie",https://www.hirslanden.ch/en/klinik-hirslanden/home.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eysy/klinik-hirslanden-zurich,1,zuweiser
Klinik für Kinder- und Jugendpsychiatrie und Psychotherapie Ambulatorium Horgen,"Bahnhofstrasse 6, 8810 Horgen",Bahnhofstrasse 6,8810,Horgen,Zürich,044 578 60 50,Kinder- und Jugendpsychiatrie,https://www.pukzh.ch/unsere-angebote/kinder-und-jugendpsychiatrie/behandlung-wo-und-wie/ambulatorien/ambulatorium-horgen/,https://www.google.ch/search?q=Klinik+für+Kinder-+und+Jugendpsychiatrie+und+Psychotherapie+Ambulatorium+Horgen+Horgen,Gruppenpraxis,https://www.onedoc.ch/de/klinik/horgen/ew2y/klinik-fur-kinder-und-jugendpsychiatrie-und-psychotherapie-ambulatorium-horgen,1,"zuweisung, zuweiser"
Gerontopsychiatrisches Zentrum Hegibach - Psychiatrische Klinik,"Minervastrasse 145, 8032 Zürich",Minervastrasse 145,8032,Zürich,Zürich,058 360 50 80,"Neurologie, Psychiatrie, Psychotherapie",https://www.pukzh.ch/unsere-angebote/alterspsychiatrie/,https://www.google.ch/search?q=Gerontopsychiatrisches+Zentrum+Hegibach+-+Psychiatrische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewlx/gerontopsychiatrisches-zentrum-hegibach-psychiatrische-klinik,1,"zuweisung, zuweiser"
Klinik Hirslanden Zürich - Beratung Adipositas,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 40 00,Allgemeine Innere Medizin,https://www.hirslanden.ch/de/klinik-hirslanden/centers/adipositas-und-stoffwechselzentrum-zuerich.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Beratung+Adipositas+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exvq/klinik-hirslanden-zurich-beratung-adipositas,1,"zuweiser, für ärzte"
Forel Klinik Tagesklinik - Andere,"Sihlquai 255, 8005 Zürich",Sihlquai 255,8005,Zürich,Zürich,044 277 56 00,"Psychiatrie, Psychotherapie",https://www.forel-klinik.ch/behandlungsangebot/tagesklinik/,https://www.google.ch/search?q=Forel+Klinik+Tagesklinik+-+Andere+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewt4/forel-klinik-tagesklinik-andere,1,zuweiser
Hirslanden Klinik Im Park Zürich - Ophthalmologische Klinik,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 256 80 10,Augenheilkunde,https://www.hirslanden.ch/de/klinik-hirslanden/centers/augenarztzentrum.html,https://www.google.ch/search?q=Hirslanden+Klinik+Im+Park+Zürich+-+Ophthalmologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewxd/hirslanden-klinik-im-park-zurich-ophthalmologische-klinik,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Chirurgie Allgemein,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 77,"Chirurgie, Gynäkologie und Geburtshilfe, Orthopädische Chirurgie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/chirurgisches-zentrum-zuerich.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Allgemein+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eq2l/klinik-hirslanden-zurich-chirurgie-allgemein,1,"zuweiser, für ärzte"
Gesundheitszentrum Dielsdorf - Ophthalmologische Klinik,"Breitestrasse 11, 8157 Dielsdorf",Breitestrasse 11,8157,Dielsdorf,Zürich,044 854 64 55,Augenheilkunde,https://www.gzdielsdorf.ch/unsere-partner/unsere-partner/augeninstitut,https://www.google.ch/search?q=Gesundheitszentrum+Dielsdorf+-+Ophthalmologische+Klinik+Dielsdorf,Gruppenpraxis,https://www.onedoc.ch/de/klinik/dielsdorf/emkg/gesundheitszentrum-dielsdorf-ophthalmologische-klinik,1,"zuweisung, zuweiser"
Klinik Hirslanden Zürich - Anästhesie Intensiv,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",https://www.hirslanden.ch/de/klinik-hirslanden/centers/institut-fuer-anaesthesiologieundintensivmedizin.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Anästhesie+Intensiv+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ey4f/klinik-hirslanden-zurich-anasthesie-intensiv,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Chirurgie Orthopädische,"Witellikerstrasse 40, 8032 Zürich",Witellikerstrasse 40,8032,Zürich,Zürich,044 387 31 45,"Handchirurgie, Orthopädische Chirurgie",https://www.hirslanden.ch/de/klinik-hirslanden/fachgebiete/bewegungsapparat.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Orthopädische+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ett7/klinik-hirslanden-zurich-chirurgie-orthopadische,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Chirurgie Plastische,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 252 65 80,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.hirslanden.com/de/international/fachgebiete/plastische-rekonstruktiveundaesthetischechirurgie.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Plastische+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eude/klinik-hirslanden-zurich-chirurgie-plastische,0,
Klinik Hirslanden Zürich - Chirurgie Viszeral,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 31 55,"Chirurgie, Viszeralchirurgie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/zuercher-viszeralchirurgie-.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Viszeral+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ew9o/klinik-hirslanden-zurich-chirurgie-viszeral,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Chirurgie Hand,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Handchirurgie, Orthopädische Chirurgie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/handzentrum-hirslandenzuerich.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Hand+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e04h/klinik-hirslanden-zurich-chirurgie-hand,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Dermatologische Klinik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 933 55 33,"Allergologie und Immunologie, Dermatologie und Venerologie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/hautaerzte-zentrum-zuerisee.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Dermatologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewf8/klinik-hirslanden-zurich-dermatologische-klinik,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Chirurgie Neuro,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 37 40,Neurochirurgie,https://www.hirslanden.ch/de/klinik-hirslanden/centers/klinik-fuer-neurochirurgie-hirslanden-zuerich.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Neuro+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/et4t/klinik-hirslanden-zurich-chirurgie-neuro,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Kardiologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,"Allgemeine Innere Medizin, Herzchirurgie, Intensivmedizin, Kardiologie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/herzzentrum.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Kardiologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eq7g/klinik-hirslanden-zurich-kardiologie,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Infektiologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 50,"Allgemeine Innere Medizin, Infektiologie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/praxis-fuer-infektiologie.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Infektiologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exmp/klinik-hirslanden-zurich-infektiologie,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Chirurgie Herz/Thorax/Gefässe,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 97 00,"Chirurgie, Gefässchirurgie, Hausarztmedizin (Allgemeinmedizin), Herzchirurgie, Intensivmedizin",https://www.hirslanden.com/de/international/fachgebiete/herz--und-thorakalegefaesschirurgie.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Herz/Thorax/Gefässe+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/euhc/klinik-hirslanden-zurich-chirurgie-herz-thorax-gefasse,0,
Klinik Hirslanden Zürich - Gastroenterologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 39 55,"Allgemeine Innere Medizin, Gastroenterologie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/gastrozentrum-hirslanden.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Gastroenterologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exen/klinik-hirslanden-zurich-gastroenterologie,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Hämatologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 260 26 26,"Allgemeine Innere Medizin, Hämatologie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/klinik-haematologie-onkologie-hirslanden-zuerich.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Hämatologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exg9/klinik-hirslanden-zurich-hamatologie,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Medizin Genetik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 251 90 94,Medizinische Genetik,https://www.hirslanden.ch/de/klinik-hirslanden/centers/genetische-medizin.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Medizin+Genetik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/expw/klinik-hirslanden-zurich-medizin-genetik,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Mikrotherapie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,Radiologie,https://www.hirslanden.ch/de/klinik-hirslanden/centers/zentrum-fuer-mikrotherapie.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Mikrotherapie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ezyx/klinik-hirslanden-zurich-mikrotherapie,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Kinderklinik,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 242 24 24,"Intensivmedizin, Pädiatrie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/kindermedizin.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Kinderklinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewhb/klinik-hirslanden-zurich-kinderklinik,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Nuklearmedizin,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 21 11,Nuklearmedizin,https://www.hirslanden.ch/de/klinik-hirslanden/centers/institut-fuer-radiologieundnuklearmedizin.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Nuklearmedizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0vb/klinik-hirslanden-zurich-nuklearmedizin,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Chirurgie Kiefer,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,055 224 24 00,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.hirslanden.ch/de/klinik-im-park/centers/zahn--und-kieferklinik.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Chirurgie+Kiefer+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eto6/klinik-hirslanden-zurich-chirurgie-kiefer,1,"zuweiser, für ärzte"
Klinik Hirslanden Zürich - Onkologie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 37 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hämatologie, Medizinische Onkologie, Psychiatrie, Psychotherapie",https://www.hirslanden.ch/de/klinik-hirslanden/centers/klinik-haematologie-onkologie-hirslanden-zuerich.html,https://www.google.ch/search?q=Klinik+Hirslanden+Zürich+-+Onkologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/er4i/klinik-hirslanden-zurich-onkologie,1,"zuweiser, für ärzte"
